District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age,Indicator,Value
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,1
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Others,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,1
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Business,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Service,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Study,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,1
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Others,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,1
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Business,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Service,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Study,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Marriage,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Others,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,52
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,46
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,33
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,177
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,129
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,93
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,42
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,25
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,94
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,9
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,75
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,2
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,41
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Business,9
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Service,16
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Study,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Others,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,32
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,35
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Others,44
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,40
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Agriculture,99
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Business,60
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Service,22
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Study,36
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Marriage,1156
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Dependent,103
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Conflict,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Others,28
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,71
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Agriculture,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Business,2
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Service,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Study,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Marriage,130
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Dependent,4
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Conflict,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Others,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Reasons not stated,1
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Study,16
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,8
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Others,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Business,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Service,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Study,8
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,8
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Others,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Agriculture,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Business,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Service,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Study,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Dependent,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Others,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Study,8
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,16
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Others,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Business,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Service,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Study,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,17
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Others,16
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Business,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Service,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Study,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Marriage,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Others,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,35
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,320
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,9
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,945
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,26
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,169
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,2177
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,1933
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,1224
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,443
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,161
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,2459
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,166
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,413
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,294
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,572
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Business,380
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Service,183
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Study,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,72
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,174
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,52
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Others,158
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,65
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,277
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,926
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Others,33
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,161
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Agriculture,1979
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Business,697
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Service,380
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Study,473
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Marriage,10652
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Dependent,2514
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Conflict,126
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Others,408
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,793
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Agriculture,539
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Business,159
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Service,37
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Study,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Marriage,977
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Dependent,385
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Conflict,42
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Others,54
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Reasons not stated,88
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Study,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,24
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Others,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,8
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Business,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Service,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Study,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,34
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Others,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Agriculture,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Business,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Service,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Study,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Dependent,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Others,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Study,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,32
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Others,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,16
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Business,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Service,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Study,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,16
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,8
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Others,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Business,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Service,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Study,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Marriage,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Others,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Study,416
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,824
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Others,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,321
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,439
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Business,642
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Service,402
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Study,401
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,59
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,790
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,17
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Others,182
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,216
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,60+ Years,Agriculture,72
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,60+ Years,Business,73
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,60+ Years,Service,32
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,60+ Years,Study,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,60+ Years,Dependent,16
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,60+ Years,Conflict,8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,60+ Years,Others,9
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Study,324
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,700
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Others,8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,376
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,358
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Business,238
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Service,40
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Study,199
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,2189
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,1132
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Others,107
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,385
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,60+ Years,Agriculture,81
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,60+ Years,Business,33
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,60+ Years,Service,8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,60+ Years,Study,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,60+ Years,Marriage,156
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female,60+ Years,Dependent,66
