District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Population who are,Number
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Single married,6129
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Mutiple married,59
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Re-married,248
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Widow- Widower,711
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Divorced,19
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,50 - 54 Years,Female,Separated,29
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Never Married,21
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Single married,5017
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Mutiple married,45
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Re-married,229
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Widow- Widower,756
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Divorced,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,55 - 59 Years,Female,Separated,23
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Never Married,33
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Single married,4259
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Mutiple married,54
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Re-married,168
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Widow- Widower,1447
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Divorced,15
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60 - 64 Years,Female,Separated,29
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Never Married,14
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Single married,2725
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Mutiple married,21
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Re-married,115
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Widow- Widower,1230
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Divorced,7
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,65 - 69 Years,Female,Separated,19
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Never Married,13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Single married,1671
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Mutiple married,21
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Re-married,51
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Widow- Widower,1129
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Divorced,1
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,70 - 74 Years,Female,Separated,14
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Never Married,46968
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Single married,267
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Mutiple married,0
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Re-married,0
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Widow- Widower,0
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Divorced,0
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Separated,0
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Never Married,31606
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Single married,4023
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Mutiple married,14
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Re-married,2
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Widow- Widower,10
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Divorced,1
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Separated,4
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Never Married,11333
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Single married,14826
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Mutiple married,79
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Re-married,33
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Widow- Widower,29
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Divorced,13
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Separated,6
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Never Married,3120
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Single married,22703
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Mutiple married,161
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Re-married,97
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Widow- Widower,61
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Divorced,19
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Separated,16
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Never Married,840
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Single married,21041
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Mutiple married,320
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Re-married,173
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Widow- Widower,79
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Divorced,14
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Separated,21
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Never Married,346
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Single married,20582
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Mutiple married,445
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Re-married,291
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Widow- Widower,112
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Divorced,16
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Separated,30
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Never Married,180
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Single married,16901
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Mutiple married,522
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Re-married,335
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Widow- Widower,182
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Divorced,15
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Separated,22
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Never Married,142
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Single married,13987
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Mutiple married,489
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Re-married,350
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Widow- Widower,274
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Divorced,6
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Separated,11
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Never Married,97
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Single married,10442
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Mutiple married,511
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Re-married,298
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Widow- Widower,371
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Divorced,11
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Separated,11
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Never Married,68
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Single married,8376
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Mutiple married,455
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Re-married,312
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Widow- Widower,491
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Divorced,5
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Separated,7
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Never Married,46
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Single married,7659
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Mutiple married,475
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Re-married,331
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Widow- Widower,800
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Divorced,6
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Separated,17
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Never Married,29
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Single married,5481
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Mutiple married,354
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Re-married,252
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Widow- Widower,924
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Divorced,8
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Separated,9
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Never Married,35
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Single married,3558
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Mutiple married,262
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Re-married,177
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Widow- Widower,901
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Divorced,4
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Separated,8
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Never Married,43111
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Single married,883
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Mutiple married,0
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Re-married,0
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Widow- Widower,0
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Divorced,0
Bara,Narayani,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Separated,0
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Never Married,19768
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Single married,11086
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Mutiple married,33
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Re-married,3
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Widow- Widower,8
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Divorced,3
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Separated,5
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Female,Never Married,3725
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Female,Single married,24496
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Female,Mutiple married,69
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Female,Re-married,22
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Female,Widow- Widower,42
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Female,Divorced,4
Bara,Narayani,Terai,Central,2068/69,2011/12,20 - 24 Years,Female,Separated,26
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Female,Never Married,713
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Female,Single married,26061
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Female,Mutiple married,88
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Female,Re-married,51
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Female,Widow- Widower,150
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Female,Divorced,9
Bara,Narayani,Terai,Central,2068/69,2011/12,25 - 29 Years,Female,Separated,28
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Female,Never Married,270
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Female,Single married,23586
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Female,Mutiple married,130
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Female,Re-married,85
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Female,Widow- Widower,247
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Female,Divorced,19
Bara,Narayani,Terai,Central,2068/69,2011/12,30 - 34 Years,Female,Separated,31
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Female,Never Married,147
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Female,Single married,20223
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Female,Mutiple married,125
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Female,Re-married,116
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Female,Widow- Widower,341
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Female,Divorced,9
Bara,Narayani,Terai,Central,2068/69,2011/12,35 - 39 Years,Female,Separated,49
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Female,Never Married,97
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Female,Single married,15977
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Female,Mutiple married,107
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Female,Re-married,104
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Female,Widow- Widower,495
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Female,Divorced,14
Bara,Narayani,Terai,Central,2068/69,2011/12,40 - 44 Years,Female,Separated,50
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Female,Never Married,53
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Female,Single married,12575
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Female,Mutiple married,93
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Female,Re-married,94
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Female,Widow- Widower,627
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Female,Divorced,8
Bara,Narayani,Terai,Central,2068/69,2011/12,45 - 49 Years,Female,Separated,36
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Female,Never Married,40
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Female,Single married,9454
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Female,Mutiple married,77
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Female,Re-married,69
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Female,Widow- Widower,937
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Female,Divorced,4
Bara,Narayani,Terai,Central,2068/69,2011/12,50 - 54 Years,Female,Separated,30
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Female,Never Married,35
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Female,Single married,8150
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Female,Mutiple married,50
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Female,Re-married,62
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Female,Widow- Widower,1051
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Female,Divorced,5
Bara,Narayani,Terai,Central,2068/69,2011/12,55 - 59 Years,Female,Separated,26
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Female,Never Married,19
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Female,Single married,6402
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Female,Mutiple married,55
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Female,Re-married,58
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Female,Widow- Widower,2161
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Female,Divorced,6
Bara,Narayani,Terai,Central,2068/69,2011/12,60 - 64 Years,Female,Separated,18
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Female,Never Married,15
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Female,Single married,4353
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Female,Mutiple married,33
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Female,Re-married,41
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Female,Widow- Widower,2120
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Female,Divorced,3
Bara,Narayani,Terai,Central,2068/69,2011/12,65 - 69 Years,Female,Separated,18
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Female,Never Married,12
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Female,Single married,2298
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Female,Mutiple married,22
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Female,Re-married,22
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Female,Widow- Widower,1898
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Female,Divorced,5
Bara,Narayani,Terai,Central,2068/69,2011/12,70 - 74 Years,Female,Separated,8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Never Married,29629
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Single married,72
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Mutiple married,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Re-married,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Widow- Widower,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Divorced,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Separated,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Never Married,22896
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Single married,2069
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Mutiple married,8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Re-married,9
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Widow- Widower,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Divorced,3
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Separated,3
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Never Married,7775
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Single married,8859
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Mutiple married,52
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Re-married,101
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Widow- Widower,20
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Divorced,23
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Separated,12
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Never Married,1953
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Single married,12908
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Mutiple married,143
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Re-married,340
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Widow- Widower,32
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Divorced,41
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Separated,18
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Never Married,535
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Single married,11098
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Mutiple married,216
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Re-married,543
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Widow- Widower,37
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Divorced,38
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Separated,30
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Never Married,222
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Single married,10883
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Mutiple married,325
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Re-married,722
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Widow- Widower,63
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Divorced,41
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Separated,25
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Never Married,145
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Single married,9260
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Mutiple married,395
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Re-married,797
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Widow- Widower,104
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Divorced,42
