District,Gender,Age-Group,Usual Activity performed,Value
Bhojpur,Female,35 - 39 Years,Household chores,3508
Bhojpur,Female,35 - 39 Years,Study,107
Bhojpur,Female,35 - 39 Years,Non of activity,280
Bhojpur,Female,35 - 39 Years,Activity not stated,8
Bhojpur,Female,40 - 44 Years,Total Person,5203
Bhojpur,Female,40 - 44 Years,Own agriculture,4665
Bhojpur,Female,40 - 44 Years,Wage/salary earning,341
Bhojpur,Female,40 - 44 Years,Own non- agricultural,1038
Bhojpur,Female,40 - 44 Years,Extended economic,1621
Bhojpur,Female,40 - 44 Years,Seeking job,91
Bhojpur,Female,40 - 44 Years,Household chores,3620
Bhojpur,Female,40 - 44 Years,Study,61
Bhojpur,Female,40 - 44 Years,Non of activity,257
Bhojpur,Female,40 - 44 Years,Activity not stated,15
Bhojpur,Female,45 - 49 Years,Total Person,4892
Bhojpur,Female,45 - 49 Years,Own agriculture,4328
Bhojpur,Female,45 - 49 Years,Wage/salary earning,232
Bhojpur,Female,45 - 49 Years,Own non- agricultural,1005
Bhojpur,Female,45 - 49 Years,Extended economic,1592
Bhojpur,Female,45 - 49 Years,Seeking job,100
Bhojpur,Female,45 - 49 Years,Household chores,3377
Bhojpur,Female,45 - 49 Years,Study,62
Bhojpur,Female,45 - 49 Years,Non of activity,255
Bhojpur,Female,45 - 49 Years,Activity not stated,8
Bhojpur,Female,50 - 54 Years,Total Person,4394
Bhojpur,Female,50 - 54 Years,Own agriculture,3847
Bhojpur,Female,50 - 54 Years,Wage/salary earning,237
Bhojpur,Female,50 - 54 Years,Own non- agricultural,841
Bhojpur,Female,50 - 54 Years,Extended economic,1209
Bhojpur,Female,50 - 54 Years,Seeking job,131
Bhojpur,Female,50 - 54 Years,Household chores,2908
Bhojpur,Female,50 - 54 Years,Study,82
Bhojpur,Female,50 - 54 Years,Non of activity,335
Bhojpur,Female,50 - 54 Years,Activity not stated,8
Bhojpur,Female,55 - 59 Years,Total Person,3307
Bhojpur,Female,55 - 59 Years,Own agriculture,2753
Bhojpur,Female,55 - 59 Years,Wage/salary earning,74
Bhojpur,Female,55 - 59 Years,Own non- agricultural,524
Bhojpur,Female,55 - 59 Years,Extended economic,923
Bhojpur,Female,55 - 59 Years,Seeking job,74
Bhojpur,Female,55 - 59 Years,Household chores,2207
Bhojpur,Female,55 - 59 Years,Study,89
Bhojpur,Female,55 - 59 Years,Non of activity,310
Bhojpur,Female,55 - 59 Years,Activity not stated,0
Bhojpur,Female,60 - 64 Years,Total Person,3081
Bhojpur,Female,60 - 64 Years,Own agriculture,2369
Bhojpur,Female,60 - 64 Years,Wage/salary earning,97
Bhojpur,Female,60 - 64 Years,Own non- agricultural,502
Bhojpur,Female,60 - 64 Years,Extended economic,832
Bhojpur,Female,60 - 64 Years,Seeking job,60
Bhojpur,Female,60 - 64 Years,Household chores,2099
Bhojpur,Female,60 - 64 Years,Study,37
Bhojpur,Female,60 - 64 Years,Non of activity,645
Bhojpur,Female,60 - 64 Years,Activity not stated,0
Bhojpur,Female,65 - 69 Years,Total Person,2264
Bhojpur,Female,65 - 69 Years,Own agriculture,1512
Bhojpur,Female,65 - 69 Years,Wage/salary earning,54
Bhojpur,Female,65 - 69 Years,Own non- agricultural,326
Bhojpur,Female,65 - 69 Years,Extended economic,516
Bhojpur,Female,65 - 69 Years,Seeking job,63
Bhojpur,Female,65 - 69 Years,Household chores,1404
Bhojpur,Female,65 - 69 Years,Study,27
Bhojpur,Female,65 - 69 Years,Non of activity,643
Bhojpur,Female,65 - 69 Years,Activity not stated,0
Bhojpur,Female,70 - 74 Years,Total Person,1615
Bhojpur,Female,70 - 74 Years,Own agriculture,791
Bhojpur,Female,70 - 74 Years,Wage/salary earning,8
Bhojpur,Female,70 - 74 Years,Own non- agricultural,115
Bhojpur,Female,70 - 74 Years,Extended economic,330
Bhojpur,Female,70 - 74 Years,Seeking job,8
Bhojpur,Female,70 - 74 Years,Household chores,758
Bhojpur,Female,70 - 74 Years,Study,33
Bhojpur,Female,70 - 74 Years,Non of activity,882
Bhojpur,Female,70 - 74 Years,Activity not stated,0
Bhojpur,Female,75+ Years,Total Person,2372
Bhojpur,Female,75+ Years,Own agriculture,393
Bhojpur,Female,75+ Years,Wage/salary earning,8
Bhojpur,Female,75+ Years,Own non- agricultural,86
Bhojpur,Female,75+ Years,Extended economic,134
Bhojpur,Female,75+ Years,Seeking job,16
Bhojpur,Female,75+ Years,Household chores,707
Bhojpur,Female,75+ Years,Study,63
Bhojpur,Female,75+ Years,Non of activity,1783
Bhojpur,Female,75+ Years,Activity not stated,8
Solukhumbu,Male,10 - 14 Years,Total Person,7018
Solukhumbu,Male,10 - 14 Years,Own agriculture,1800
Solukhumbu,Male,10 - 14 Years,Wage/salary earning,80
Solukhumbu,Male,10 - 14 Years,Own non- agricultural,112
Solukhumbu,Male,10 - 14 Years,Extended economic,1290
Solukhumbu,Male,10 - 14 Years,Seeking job,24
Solukhumbu,Male,10 - 14 Years,Household chores,2103
Solukhumbu,Male,10 - 14 Years,Study,6588
Solukhumbu,Male,10 - 14 Years,Non of activity,502
Solukhumbu,Male,10 - 14 Years,Activity not stated,48
Solukhumbu,Male,15 - 19 Years,Total Person,6058
Solukhumbu,Male,15 - 19 Years,Own agriculture,2589
Solukhumbu,Male,15 - 19 Years,Wage/salary earning,716
Solukhumbu,Male,15 - 19 Years,Own non- agricultural,291
Solukhumbu,Male,15 - 19 Years,Extended economic,1112
Solukhumbu,Male,15 - 19 Years,Seeking job,313
Solukhumbu,Male,15 - 19 Years,Household chores,1321
Solukhumbu,Male,15 - 19 Years,Study,4529
Solukhumbu,Male,15 - 19 Years,Non of activity,313
Solukhumbu,Male,15 - 19 Years,Activity not stated,45
Solukhumbu,Male,20 - 24 Years,Total Person,3713
Solukhumbu,Male,20 - 24 Years,Own agriculture,2189
Solukhumbu,Male,20 - 24 Years,Wage/salary earning,1139
Solukhumbu,Male,20 - 24 Years,Own non- agricultural,441
Solukhumbu,Male,20 - 24 Years,Extended economic,658
Solukhumbu,Male,20 - 24 Years,Seeking job,537
Solukhumbu,Male,20 - 24 Years,Household chores,674
Solukhumbu,Male,20 - 24 Years,Study,1275
Solukhumbu,Male,20 - 24 Years,Non of activity,217
Solukhumbu,Male,20 - 24 Years,Activity not stated,24
Solukhumbu,Male,25 - 29 Years,Total Person,3108
Solukhumbu,Male,25 - 29 Years,Own agriculture,2028
Solukhumbu,Male,25 - 29 Years,Wage/salary earning,1489
Solukhumbu,Male,25 - 29 Years,Own non- agricultural,522
Solukhumbu,Male,25 - 29 Years,Extended economic,627
Solukhumbu,Male,25 - 29 Years,Seeking job,366
Solukhumbu,Male,25 - 29 Years,Household chores,488
Solukhumbu,Male,25 - 29 Years,Study,235
Solukhumbu,Male,25 - 29 Years,Non of activity,165
Solukhumbu,Male,25 - 29 Years,Activity not stated,9
Solukhumbu,Male,30 - 34 Years,Total Person,2536
Solukhumbu,Male,30 - 34 Years,Own agriculture,1777
Solukhumbu,Male,30 - 34 Years,Wage/salary earning,1235
Solukhumbu,Male,30 - 34 Years,Own non- agricultural,517
Solukhumbu,Male,30 - 34 Years,Extended economic,467
Solukhumbu,Male,30 - 34 Years,Seeking job,292
Solukhumbu,Male,30 - 34 Years,Household chores,309
Solukhumbu,Male,30 - 34 Years,Study,33
Solukhumbu,Male,30 - 34 Years,Non of activity,108
Solukhumbu,Male,30 - 34 Years,Activity not stated,0
Solukhumbu,Male,35 - 39 Years,Total Person,2662
Solukhumbu,Male,35 - 39 Years,Own agriculture,1903
Solukhumbu,Male,35 - 39 Years,Wage/salary earning,1177
Solukhumbu,Male,35 - 39 Years,Own non- agricultural,410
Solukhumbu,Male,35 - 39 Years,Extended economic,486
Solukhumbu,Male,35 - 39 Years,Seeking job,230
Solukhumbu,Male,35 - 39 Years,Household chores,384
Solukhumbu,Male,35 - 39 Years,Study,26
Solukhumbu,Male,35 - 39 Years,Non of activity,137
Solukhumbu,Male,35 - 39 Years,Activity not stated,0
Solukhumbu,Male,40 - 44 Years,Total Person,2633
Solukhumbu,Male,40 - 44 Years,Own agriculture,1954
Solukhumbu,Male,40 - 44 Years,Wage/salary earning,1180
Solukhumbu,Male,40 - 44 Years,Own non- agricultural,398
Solukhumbu,Male,40 - 44 Years,Extended economic,457
Solukhumbu,Male,40 - 44 Years,Seeking job,155
Solukhumbu,Male,40 - 44 Years,Household chores,428
Solukhumbu,Male,40 - 44 Years,Study,15
Solukhumbu,Male,40 - 44 Years,Non of activity,96
Solukhumbu,Male,40 - 44 Years,Activity not stated,7
Solukhumbu,Male,45 - 49 Years,Total Person,2405
Solukhumbu,Male,45 - 49 Years,Own agriculture,1884
Solukhumbu,Male,45 - 49 Years,Wage/salary earning,965
Solukhumbu,Male,45 - 49 Years,Own non- agricultural,467
Solukhumbu,Male,45 - 49 Years,Extended economic,490
Solukhumbu,Male,45 - 49 Years,Seeking job,187
Solukhumbu,Male,45 - 49 Years,Household chores,342
Solukhumbu,Male,45 - 49 Years,Study,0
Solukhumbu,Male,45 - 49 Years,Non of activity,93
Solukhumbu,Male,45 - 49 Years,Activity not stated,8
Solukhumbu,Male,50 - 54 Years,Total Person,2345
Solukhumbu,Male,50 - 54 Years,Own agriculture,1874
Solukhumbu,Male,50 - 54 Years,Wage/salary earning,810
Solukhumbu,Male,50 - 54 Years,Own non- agricultural,370
Solukhumbu,Male,50 - 54 Years,Extended economic,463
Solukhumbu,Male,50 - 54 Years,Seeking job,123
Solukhumbu,Male,50 - 54 Years,Household chores,494
Solukhumbu,Male,50 - 54 Years,Study,0
Solukhumbu,Male,50 - 54 Years,Non of activity,100
Solukhumbu,Male,50 - 54 Years,Activity not stated,8
Solukhumbu,Male,55 - 59 Years,Total Person,1913
Solukhumbu,Male,55 - 59 Years,Own agriculture,1617
Solukhumbu,Male,55 - 59 Years,Wage/salary earning,533
Solukhumbu,Male,55 - 59 Years,Own non- agricultural,305
Solukhumbu,Male,55 - 59 Years,Extended economic,474
Solukhumbu,Male,55 - 59 Years,Seeking job,76
Solukhumbu,Male,55 - 59 Years,Household chores,499
Solukhumbu,Male,55 - 59 Years,Study,0
Solukhumbu,Male,55 - 59 Years,Non of activity,144
Solukhumbu,Male,55 - 59 Years,Activity not stated,8
Solukhumbu,Male,60 - 64 Years,Total Person,1588
Solukhumbu,Male,60 - 64 Years,Own agriculture,1410
Solukhumbu,Male,60 - 64 Years,Wage/salary earning,246
Solukhumbu,Male,60 - 64 Years,Own non- agricultural,306
Solukhumbu,Male,60 - 64 Years,Extended economic,272
Solukhumbu,Male,60 - 64 Years,Seeking job,25
Solukhumbu,Male,60 - 64 Years,Household chores,272
Solukhumbu,Male,60 - 64 Years,Study,8
Solukhumbu,Male,60 - 64 Years,Non of activity,153
Solukhumbu,Male,60 - 64 Years,Activity not stated,0
Solukhumbu,Male,65 - 69 Years,Total Person,1271
Solukhumbu,Male,65 - 69 Years,Own agriculture,1112
Solukhumbu,Male,65 - 69 Years,Wage/salary earning,143
Solukhumbu,Male,65 - 69 Years,Own non- agricultural,246
Solukhumbu,Male,65 - 69 Years,Extended economic,302
Solukhumbu,Male,65 - 69 Years,Seeking job,0
Solukhumbu,Male,65 - 69 Years,Household chores,262
Solukhumbu,Male,65 - 69 Years,Study,0
Solukhumbu,Male,65 - 69 Years,Non of activity,183
Solukhumbu,Male,65 - 69 Years,Activity not stated,0
Solukhumbu,Male,70 - 74 Years,Total Person,938
Solukhumbu,Male,70 - 74 Years,Own agriculture,739
Solukhumbu,Male,70 - 74 Years,Wage/salary earning,79
Solukhumbu,Male,70 - 74 Years,Own non- agricultural,143
Solukhumbu,Male,70 - 74 Years,Extended economic,223
Solukhumbu,Male,70 - 74 Years,Seeking job,8
Solukhumbu,Male,70 - 74 Years,Household chores,231
Solukhumbu,Male,70 - 74 Years,Study,8
Solukhumbu,Male,70 - 74 Years,Non of activity,199
Solukhumbu,Male,70 - 74 Years,Activity not stated,8
Solukhumbu,Male,75+ Years,Total Person,1032
Solukhumbu,Male,75+ Years,Own agriculture,593
Solukhumbu,Male,75+ Years,Wage/salary earning,51
Solukhumbu,Male,75+ Years,Own non- agricultural,73
Solukhumbu,Male,75+ Years,Extended economic,139
Solukhumbu,Male,75+ Years,Seeking job,22
Solukhumbu,Male,75+ Years,Household chores,242
Solukhumbu,Male,75+ Years,Study,22
Solukhumbu,Male,75+ Years,Non of activity,505
Solukhumbu,Male,75+ Years,Activity not stated,0
Solukhumbu,Female,10 - 14 Years,Total Person,6851
Solukhumbu,Female,10 - 14 Years,Own agriculture,1386
Solukhumbu,Female,10 - 14 Years,Wage/salary earning,31
Solukhumbu,Female,10 - 14 Years,Own non- agricultural,108
Solukhumbu,Female,10 - 14 Years,Extended economic,1232
Solukhumbu,Female,10 - 14 Years,Seeking job,31
Solukhumbu,Female,10 - 14 Years,Household chores,2917
Solukhumbu,Female,10 - 14 Years,Study,6443
Solukhumbu,Female,10 - 14 Years,Non of activity,362
Solukhumbu,Female,10 - 14 Years,Activity not stated,0
Solukhumbu,Female,15 - 19 Years,Total Person,6647
Solukhumbu,Female,15 - 19 Years,Own agriculture,2727
Solukhumbu,Female,15 - 19 Years,Wage/salary earning,477
Solukhumbu,Female,15 - 19 Years,Own non- agricultural,318
Solukhumbu,Female,15 - 19 Years,Extended economic,1042
Solukhumbu,Female,15 - 19 Years,Seeking job,87
Solukhumbu,Female,15 - 19 Years,Household chores,2918
Solukhumbu,Female,15 - 19 Years,Study,4794
Solukhumbu,Female,15 - 19 Years,Non of activity,310
Solukhumbu,Female,15 - 19 Years,Activity not stated,8
Solukhumbu,Female,20 - 24 Years,Total Person,4818
Solukhumbu,Female,20 - 24 Years,Own agriculture,3068
Solukhumbu,Female,20 - 24 Years,Wage/salary earning,517
Solukhumbu,Female,20 - 24 Years,Own non- agricultural,400
Solukhumbu,Female,20 - 24 Years,Extended economic,1034
Solukhumbu,Female,20 - 24 Years,Seeking job,150
Solukhumbu,Female,20 - 24 Years,Household chores,2401
Solukhumbu,Female,20 - 24 Years,Study,1359
Solukhumbu,Female,20 - 24 Years,Non of activity,150
Solukhumbu,Female,20 - 24 Years,Activity not stated,0
Solukhumbu,Female,25 - 29 Years,Total Person,3928
Solukhumbu,Female,25 - 29 Years,Own agriculture,2973
Solukhumbu,Female,25 - 29 Years,Wage/salary earning,524
Solukhumbu,Female,25 - 29 Years,Own non- agricultural,566
Solukhumbu,Female,25 - 29 Years,Extended economic,811
Solukhumbu,Female,25 - 29 Years,Seeking job,59
Solukhumbu,Female,25 - 29 Years,Household chores,2078
Solukhumbu,Female,25 - 29 Years,Study,253
Solukhumbu,Female,25 - 29 Years,Non of activity,169
Solukhumbu,Female,25 - 29 Years,Activity not stated,17
Solukhumbu,Female,30 - 34 Years,Total Person,3156
Solukhumbu,Female,30 - 34 Years,Own agriculture,2590
Solukhumbu,Female,30 - 34 Years,Wage/salary earning,343
Solukhumbu,Female,30 - 34 Years,Own non- agricultural,391
Solukhumbu,Female,30 - 34 Years,Extended economic,630
Solukhumbu,Female,30 - 34 Years,Seeking job,48
Solukhumbu,Female,30 - 34 Years,Household chores,1889
Solukhumbu,Female,30 - 34 Years,Study,48
Solukhumbu,Female,30 - 34 Years,Non of activity,96
Solukhumbu,Female,30 - 34 Years,Activity not stated,8
Solukhumbu,Female,35 - 39 Years,Total Person,2956
Solukhumbu,Female,35 - 39 Years,Own agriculture,2357
Solukhumbu,Female,35 - 39 Years,Wage/salary earning,311
Solukhumbu,Female,35 - 39 Years,Own non- agricultural,420
Solukhumbu,Female,35 - 39 Years,Extended economic,529
Solukhumbu,Female,35 - 39 Years,Seeking job,23
Solukhumbu,Female,35 - 39 Years,Household chores,1571
Solukhumbu,Female,35 - 39 Years,Study,31
Solukhumbu,Female,35 - 39 Years,Non of activity,39
Solukhumbu,Female,35 - 39 Years,Activity not stated,16
Solukhumbu,Female,40 - 44 Years,Total Person,3015
Solukhumbu,Female,40 - 44 Years,Own agriculture,2611
Solukhumbu,Female,40 - 44 Years,Wage/salary earning,186
Solukhumbu,Female,40 - 44 Years,Own non- agricultural,501
Solukhumbu,Female,40 - 44 Years,Extended economic,574
Solukhumbu,Female,40 - 44 Years,Seeking job,8
Solukhumbu,Female,40 - 44 Years,Household chores,1738
Solukhumbu,Female,40 - 44 Years,Study,48
Solukhumbu,Female,40 - 44 Years,Non of activity,113
Solukhumbu,Female,40 - 44 Years,Activity not stated,0
Solukhumbu,Female,45 - 49 Years,Total Person,2677
Solukhumbu,Female,45 - 49 Years,Own agriculture,2453
Solukhumbu,Female,45 - 49 Years,Wage/salary earning,186
Solukhumbu,Female,45 - 49 Years,Own non- agricultural,317
Solukhumbu,Female,45 - 49 Years,Extended economic,665
Solukhumbu,Female,45 - 49 Years,Seeking job,39
Solukhumbu,Female,45 - 49 Years,Household chores,1671
Solukhumbu,Female,45 - 49 Years,Study,23
Solukhumbu,Female,45 - 49 Years,Non of activity,108
Solukhumbu,Female,45 - 49 Years,Activity not stated,8
Solukhumbu,Female,50 - 54 Years,Total Person,2353
Solukhumbu,Female,50 - 54 Years,Own agriculture,2051
Solukhumbu,Female,50 - 54 Years,Wage/salary earning,110
Solukhumbu,Female,50 - 54 Years,Own non- agricultural,284
Solukhumbu,Female,50 - 54 Years,Extended economic,421
Solukhumbu,Female,50 - 54 Years,Seeking job,18
Solukhumbu,Female,50 - 54 Years,Household chores,1437
Solukhumbu,Female,50 - 54 Years,Study,18
Solukhumbu,Female,50 - 54 Years,Non of activity,156
Solukhumbu,Female,50 - 54 Years,Activity not stated,9
Solukhumbu,Female,55 - 59 Years,Total Person,1867
Solukhumbu,Female,55 - 59 Years,Own agriculture,1639
Solukhumbu,Female,55 - 59 Years,Wage/salary earning,63
Solukhumbu,Female,55 - 59 Years,Own non- agricultural,221
Solukhumbu,Female,55 - 59 Years,Extended economic,362
Solukhumbu,Female,55 - 59 Years,Seeking job,24
Solukhumbu,Female,55 - 59 Years,Household chores,1166
Solukhumbu,Female,55 - 59 Years,Study,16
Solukhumbu,Female,55 - 59 Years,Non of activity,102
Solukhumbu,Female,55 - 59 Years,Activity not stated,0
Solukhumbu,Female,60 - 64 Years,Total Person,1647
Solukhumbu,Female,60 - 64 Years,Own agriculture,1373
Solukhumbu,Female,60 - 64 Years,Wage/salary earning,34
Solukhumbu,Female,60 - 64 Years,Own non- agricultural,94
Solukhumbu,Female,60 - 64 Years,Extended economic,317
Solukhumbu,Female,60 - 64 Years,Seeking job,17
Solukhumbu,Female,60 - 64 Years,Household chores,1081
Solukhumbu,Female,60 - 64 Years,Study,17
Solukhumbu,Female,60 - 64 Years,Non of activity,146
Solukhumbu,Female,60 - 64 Years,Activity not stated,0
Solukhumbu,Female,65 - 69 Years,Total Person,1252
Solukhumbu,Female,65 - 69 Years,Own agriculture,962
Solukhumbu,Female,65 - 69 Years,Wage/salary earning,31
Solukhumbu,Female,65 - 69 Years,Own non- agricultural,86
Solukhumbu,Female,65 - 69 Years,Extended economic,235
Solukhumbu,Female,65 - 69 Years,Seeking job,0
Solukhumbu,Female,65 - 69 Years,Household chores,712
Solukhumbu,Female,65 - 69 Years,Study,16
Solukhumbu,Female,65 - 69 Years,Non of activity,188
Solukhumbu,Female,65 - 69 Years,Activity not stated,0
Solukhumbu,Female,70 - 74 Years,Total Person,970
Solukhumbu,Female,70 - 74 Years,Own agriculture,547
Solukhumbu,Female,70 - 74 Years,Wage/salary earning,15
Solukhumbu,Female,70 - 74 Years,Own non- agricultural,54
Solukhumbu,Female,70 - 74 Years,Extended economic,131
Solukhumbu,Female,70 - 74 Years,Seeking job,0
Solukhumbu,Female,70 - 74 Years,Household chores,624
Solukhumbu,Female,70 - 74 Years,Study,8
Solukhumbu,Female,70 - 74 Years,Non of activity,354
Solukhumbu,Female,70 - 74 Years,Activity not stated,0
Solukhumbu,Female,75+ Years,Total Person,1097
Solukhumbu,Female,75+ Years,Own agriculture,366
Solukhumbu,Female,75+ Years,Wage/salary earning,7
Solukhumbu,Female,75+ Years,Own non- agricultural,34
Solukhumbu,Female,75+ Years,Extended economic,97
Solukhumbu,Female,75+ Years,Seeking job,14
Solukhumbu,Female,75+ Years,Household chores,352
Solukhumbu,Female,75+ Years,Study,28
Solukhumbu,Female,75+ Years,Non of activity,662
Solukhumbu,Female,75+ Years,Activity not stated,7
Okhaldhunga,Male,10 - 14 Years,Total Person,10358
Okhaldhunga,Male,10 - 14 Years,Own agriculture,551
Okhaldhunga,Male,10 - 14 Years,Wage/salary earning,118
Okhaldhunga,Male,10 - 14 Years,Own non- agricultural,39
Okhaldhunga,Male,10 - 14 Years,Extended economic,87
Okhaldhunga,Male,10 - 14 Years,Seeking job,87
Okhaldhunga,Male,10 - 14 Years,Household chores,409
Okhaldhunga,Male,10 - 14 Years,Study,9477
Okhaldhunga,Male,10 - 14 Years,Non of activity,535
Okhaldhunga,Male,10 - 14 Years,Activity not stated,47
Okhaldhunga,Male,15 - 19 Years,Total Person,8259
Okhaldhunga,Male,15 - 19 Years,Own agriculture,1554
Okhaldhunga,Male,15 - 19 Years,Wage/salary earning,632
Okhaldhunga,Male,15 - 19 Years,Own non- agricultural,214
Okhaldhunga,Male,15 - 19 Years,Extended economic,231
Okhaldhunga,Male,15 - 19 Years,Seeking job,487
Okhaldhunga,Male,15 - 19 Years,Household chores,427
Okhaldhunga,Male,15 - 19 Years,Study,6209
Okhaldhunga,Male,15 - 19 Years,Non of activity,376
Okhaldhunga,Male,15 - 19 Years,Activity not stated,43
Okhaldhunga,Male,20 - 24 Years,Total Person,3888
Okhaldhunga,Male,20 - 24 Years,Own agriculture,1944
Okhaldhunga,Male,20 - 24 Years,Wage/salary earning,1024
Okhaldhunga,Male,20 - 24 Years,Own non- agricultural,405
Okhaldhunga,Male,20 - 24 Years,Extended economic,230
Okhaldhunga,Male,20 - 24 Years,Seeking job,381
Okhaldhunga,Male,20 - 24 Years,Household chores,278
Okhaldhunga,Male,20 - 24 Years,Study,1222
Okhaldhunga,Male,20 - 24 Years,Non of activity,238
Okhaldhunga,Male,20 - 24 Years,Activity not stated,16
Okhaldhunga,Male,25 - 29 Years,Total Person,3054
Okhaldhunga,Male,25 - 29 Years,Own agriculture,2013
Okhaldhunga,Male,25 - 29 Years,Wage/salary earning,1206
Okhaldhunga,Male,25 - 29 Years,Own non- agricultural,347
Okhaldhunga,Male,25 - 29 Years,Extended economic,382
Okhaldhunga,Male,25 - 29 Years,Seeking job,330
Okhaldhunga,Male,25 - 29 Years,Household chores,364
Okhaldhunga,Male,25 - 29 Years,Study,156
Okhaldhunga,Male,25 - 29 Years,Non of activity,191
Okhaldhunga,Male,25 - 29 Years,Activity not stated,26
Okhaldhunga,Male,30 - 34 Years,Total Person,2884
Okhaldhunga,Male,30 - 34 Years,Own agriculture,2020
Okhaldhunga,Male,30 - 34 Years,Wage/salary earning,1043
Okhaldhunga,Male,30 - 34 Years,Own non- agricultural,456
Okhaldhunga,Male,30 - 34 Years,Extended economic,358
Okhaldhunga,Male,30 - 34 Years,Seeking job,285
Okhaldhunga,Male,30 - 34 Years,Household chores,269
