District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Indicator,Value
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,European country,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Female,Country not stated,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,377
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,India,377
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,370
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,India,362
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,European country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,25
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,India,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,ASEAN country,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,European country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,Other countries,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Male,Country not stated,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,441
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,India,441
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,768
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,India,737
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,European country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,India,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,European country,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,60+ Years,Female,Country not stated,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,India,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,9
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,India,7
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,European country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,India,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,Other Asian country,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,European country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,Other countries,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Male,Country not stated,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,India,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,India,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,European country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,India,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,European country,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,60+ Years,Female,Country not stated,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,141
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,India,133
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,European country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Country not stated,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,645
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,India,550
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),34
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,European country,9
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other countries,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Country not stated,34
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Total foreign born population,85
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,India,68
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Middle East country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,European country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Other countries,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Country not stated,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,150
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,India,147
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Middle East country,2
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,European country,1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,1583
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,India,1372
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),58
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Middle East country,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,18
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,European country,1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other countries,41
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Country not stated,75
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Total foreign born population,155
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,India,144
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Middle East country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,European country,1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Other countries,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Country not stated,1
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,25
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,India,25
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,15
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,India,15
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,European country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,India,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,European country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Other countries,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,60+ Years,Male,Country not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,24
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,India,24
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,33
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,India,33
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
