District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Value
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Place not stated,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Population aged 5 years & above,,1765
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Same district,,1749
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Total,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Rural,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Place not stated,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Population aged 5 years & above,,2336
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Same district,,2327
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Total,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Rural,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Place not stated,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Population aged 5 years & above,,10736
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Same district,,10561
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Total,120
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Rural,88
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Urban,32
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Foreign country,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Place not stated,,48
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Population aged 5 years & above,,11943
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Same district,,11698
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Total,182
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Rural,174
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Not stated,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Foreign country,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Place not stated,,55
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Population aged 5 years & above,,11669
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Same district,,11196
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Total,440
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Rural,382
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Urban,50
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Not stated,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Place not stated,,33
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Population aged 5 years & above,,8781
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Same district,,8126
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Total,638
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Rural,507
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Urban,90
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Not stated,41
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Foreign country,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Place not stated,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Population aged 5 years & above,,6908
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Same district,,6566
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Total,325
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Rural,244
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Urban,41
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Not stated,41
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Place not stated,,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Population aged 5 years & above,,5254
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Same district,,5143
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Total,87
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Rural,56
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Urban,32
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Foreign country,,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Place not stated,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Population aged 5 years & above,,5196
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Same district,,5147
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Total,41
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Rural,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Urban,25
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Foreign country,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Place not stated,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Population aged 5 years & above,,5203
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Same district,,5112
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Total,91
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Rural,83
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Urban,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Place not stated,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Population aged 5 years & above,,4892
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Same district,,4822
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Total,46
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Rural,39
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Urban,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Place not stated,,23
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Population aged 5 years & above,,4394
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Same district,,4386
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Total,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Rural,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Not stated,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Place not stated,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Population aged 5 years & above,,3307
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Same district,,3300
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Total,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Rural,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Place not stated,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Population aged 5 years & above,,3081
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Same district,,3051
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Total,30
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Rural,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Urban,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Place not stated,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Population aged 5 years & above,,2264
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Same district,,2246
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Total,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Rural,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Place not stated,,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Population aged 5 years & above,,1615
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Same district,,1599
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Total,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Rural,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Place not stated,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Population aged 5 years & above,,2372
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Same district,,2333
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Total,24
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Rural,24
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Foreign country,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Place not stated,,16
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 09 Years,Population aged 5 years & above,,28995
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 09 Years,Same district,,25348
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 09 Years,Other district,Total,2963
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 09 Years,Other district,Rural,2290
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 09 Years,Other district,Urban,279
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 09 Years,Other district,Not stated,395
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 09 Years,Foreign country,,186
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 09 Years,Place not stated,,497
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,10 - 14 Years,Population aged 5 years & above,,36184
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,10 - 14 Years,Same district,,32299
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,10 - 14 Years,Other district,Total,3229
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,10 - 14 Years,Other district,Rural,2524
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,10 - 14 Years,Other district,Urban,247
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,10 - 14 Years,Other district,Not stated,458
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,10 - 14 Years,Foreign country,,208
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,10 - 14 Years,Place not stated,,448
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 19 Years,Population aged 5 years & above,,33621
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 19 Years,Same district,,29334
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 19 Years,Other district,Total,3471
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 19 Years,Other district,Rural,2624
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 19 Years,Other district,Urban,258
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 19 Years,Other district,Not stated,589
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 19 Years,Foreign country,,299
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 19 Years,Place not stated,,517
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,20 - 24 Years,Population aged 5 years & above,,23603
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,20 - 24 Years,Same district,,20030
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,20 - 24 Years,Other district,Total,2907
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,20 - 24 Years,Other district,Rural,2147
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,20 - 24 Years,Other district,Urban,275
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,20 - 24 Years,Other district,Not stated,486
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,20 - 24 Years,Foreign country,,396
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,20 - 24 Years,Place not stated,,270
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,25 - 29 Years,Population aged 5 years & above,,18156
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,25 - 29 Years,Same district,,15502
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,25 - 29 Years,Other district,Total,2034
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,25 - 29 Years,Other district,Rural,1359
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,25 - 29 Years,Other district,Urban,418
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,25 - 29 Years,Other district,Not stated,258
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,25 - 29 Years,Foreign country,,418
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,25 - 29 Years,Place not stated,,202
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,30 - 34 Years,Population aged 5 years & above,,16952
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,30 - 34 Years,Same district,,14689
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,30 - 34 Years,Other district,Total,1673
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,30 - 34 Years,Other district,Rural,1166
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,30 - 34 Years,Other district,Urban,190
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,30 - 34 Years,Other district,Not stated,318
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,30 - 34 Years,Foreign country,,401
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,30 - 34 Years,Place not stated,,189
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,35 - 39 Years,Population aged 5 years & above,,16151
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,35 - 39 Years,Same district,,14348
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,35 - 39 Years,Other district,Total,1474
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,35 - 39 Years,Other district,Rural,1091
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,35 - 39 Years,Other district,Urban,230
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,35 - 39 Years,Other district,Not stated,152
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,35 - 39 Years,Foreign country,,237
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,35 - 39 Years,Place not stated,,92
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,40 - 44 Years,Population aged 5 years & above,,15152
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,40 - 44 Years,Same district,,13845
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,40 - 44 Years,Other district,Total,1052
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,40 - 44 Years,Other district,Rural,797
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,40 - 44 Years,Other district,Urban,139
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,40 - 44 Years,Other district,Not stated,116
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,40 - 44 Years,Foreign country,,149
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,40 - 44 Years,Place not stated,,106
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,45 - 49 Years,Population aged 5 years & above,,13696
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,45 - 49 Years,Same district,,12763
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,45 - 49 Years,Other district,Total,769
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,45 - 49 Years,Other district,Rural,589
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,45 - 49 Years,Other district,Urban,33
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,45 - 49 Years,Other district,Not stated,147
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,45 - 49 Years,Foreign country,,107
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,45 - 49 Years,Place not stated,,57
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,50 - 54 Years,Population aged 5 years & above,,11976
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,50 - 54 Years,Same district,,11276
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,50 - 54 Years,Other district,Total,593
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,50 - 54 Years,Other district,Rural,459
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,50 - 54 Years,Other district,Urban,59
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,50 - 54 Years,Other district,Not stated,75
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,50 - 54 Years,Foreign country,,68
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,50 - 54 Years,Place not stated,,39
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,55 - 59 Years,Population aged 5 years & above,,9140
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,55 - 59 Years,Same district,,8615
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,55 - 59 Years,Other district,Total,463
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,55 - 59 Years,Other district,Rural,365
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,55 - 59 Years,Other district,Urban,36
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,55 - 59 Years,Other district,Not stated,61
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,55 - 59 Years,Foreign country,,28
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,55 - 59 Years,Place not stated,,35
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,60 - 64 Years,Population aged 5 years & above,,7679
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,60 - 64 Years,Same district,,7271
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,60 - 64 Years,Other district,Total,325
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,60 - 64 Years,Other district,Rural,252
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,60 - 64 Years,Other district,Urban,32
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,60 - 64 Years,Other district,Not stated,41
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,60 - 64 Years,Foreign country,,40
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,60 - 64 Years,Place not stated,,43
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,65 - 69 Years,Population aged 5 years & above,,6120
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,65 - 69 Years,Same district,,5784
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,65 - 69 Years,Other district,Total,283
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,65 - 69 Years,Other district,Rural,222
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,65 - 69 Years,Other district,Urban,14
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,65 - 69 Years,Other district,Not stated,47
