District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age group,Gender,Population having disability of,Value
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,75+ Years,Female,Population without disability,2723
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,75+ Years,Female,Physical,91
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,75+ Years,Female,Blindness/ low vision,137
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,75+ Years,Female,Deaf / hard to hearing,70
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,75+ Years,Female,Deaf–blind,29
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,75+ Years,Female,Speech problem,4
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,75+ Years,Female,Mental disable,5
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,75+ Years,Female,Intellectual disable,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,75+ Years,Female,Multiple Misable,34
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Total Population,2443
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Population without disability,2420
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Physical,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Blindness/ low vision,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Deaf / hard to hearing,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Deaf–blind,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Speech problem,10
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Mental disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Male,Multiple Misable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Total Population,2549
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Population without disability,2496
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Physical,22
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Blindness/ low vision,13
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Deaf / hard to hearing,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Deaf–blind,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Speech problem,9
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Mental disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Male,Multiple Misable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Total Population,2192
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Population without disability,2123
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Physical,29
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Blindness/ low vision,15
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Deaf / hard to hearing,11
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Deaf–blind,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Speech problem,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Mental disable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Male,Multiple Misable,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Total Population,1583
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Population without disability,1547
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Physical,18
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Blindness/ low vision,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Deaf / hard to hearing,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Deaf–blind,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Speech problem,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Mental disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Male,Multiple Misable,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Total Population,1493
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Population without disability,1452
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Physical,26
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Blindness/ low vision,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Deaf / hard to hearing,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Deaf–blind,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Speech problem,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Mental disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Male,Multiple Misable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Total Population,1611
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Population without disability,1552
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Physical,27
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Blindness/ low vision,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Deaf / hard to hearing,13
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Deaf–blind,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Speech problem,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Mental disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Intellectual disable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Male,Multiple Misable,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Total Population,1182
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Population without disability,1134
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Physical,22
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Blindness/ low vision,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Deaf / hard to hearing,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Deaf–blind,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Speech problem,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Mental disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,30 - 34 Years,Male,Multiple Misable,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Total Population,1181
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Population without disability,1120
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Physical,25
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Blindness/ low vision,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Deaf / hard to hearing,14
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Deaf–blind,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Speech problem,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Mental disable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Intellectual disable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,35 - 39 Years,Male,Multiple Misable,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Total Population,973
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Population without disability,902
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Physical,22
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Blindness/ low vision,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Deaf / hard to hearing,20
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Deaf–blind,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Speech problem,10
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Mental disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Intellectual disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,40 - 44 Years,Male,Multiple Misable,11
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Total Population,789
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Population without disability,720
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Physical,23
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Blindness/ low vision,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Deaf / hard to hearing,21
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Deaf–blind,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Speech problem,10
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Mental disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Intellectual disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,45 - 49 Years,Male,Multiple Misable,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Total Population,672
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Population without disability,605
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Physical,22
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Blindness/ low vision,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Deaf / hard to hearing,21
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Deaf–blind,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Speech problem,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Mental disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Intellectual disable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,50 - 54 Years,Male,Multiple Misable,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Total Population,572
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Population without disability,502
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Physical,33
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Blindness/ low vision,14
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Deaf / hard to hearing,12
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Deaf–blind,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Speech problem,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Mental disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Intellectual disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,55 - 59 Years,Male,Multiple Misable,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Total Population,478
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Population without disability,408
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Physical,19
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Blindness/ low vision,15
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Deaf / hard to hearing,19
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Deaf–blind,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Speech problem,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Mental disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Intellectual disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,60 - 64 Years,Male,Multiple Misable,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Total Population,267
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Population without disability,230
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Physical,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Blindness/ low vision,9
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Deaf / hard to hearing,13
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Deaf–blind,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Speech problem,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Mental disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,65 - 69 Years,Male,Multiple Misable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Total Population,136
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Population without disability,118
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Physical,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Blindness/ low vision,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Deaf / hard to hearing,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Deaf–blind,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Speech problem,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Mental disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,70 - 74 Years,Male,Multiple Misable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Total Population,117
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Population without disability,90
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Physical,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Blindness/ low vision,9
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Deaf / hard to hearing,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Deaf–blind,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Speech problem,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Mental disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,75+ Years,Male,Multiple Misable,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Total Population,2452
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Population without disability,2434
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Physical,10
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Blindness/ low vision,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Deaf / hard to hearing,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Deaf–blind,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Speech problem,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Mental disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,00 - 04 Years,Female,Multiple Misable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Total Population,2654
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Population without disability,2606
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Physical,19
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Blindness/ low vision,11
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Deaf / hard to hearing,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Deaf–blind,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Speech problem,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Mental disable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Intellectual disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,05 - 09 Years,Female,Multiple Misable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Total Population,2417
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Population without disability,2347
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Physical,32
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Blindness/ low vision,12
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Deaf / hard to hearing,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Deaf–blind,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Speech problem,9
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Mental disable,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Intellectual disable,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,10 - 14 Years,Female,Multiple Misable,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Total Population,1775
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Population without disability,1738
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Physical,18
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Blindness/ low vision,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Deaf / hard to hearing,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Deaf–blind,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Speech problem,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Mental disable,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 - 19 Years,Female,Multiple Misable,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Total Population,1684
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Population without disability,1652
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Physical,12
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Blindness/ low vision,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Deaf / hard to hearing,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Deaf–blind,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Speech problem,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Mental disable,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Intellectual disable,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 - 24 Years,Female,Multiple Misable,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Total Population,1340
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Population without disability,1300
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Physical,12
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 - 29 Years,Female,Blindness/ low vision,5
