District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Sub-Indicator.1,Value
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Total Population,,,5497
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,All native born,,5396
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in same district,,3072
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Rural,1590
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Urban,363
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Not stated,370
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Foreign born,,,70
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Birth Place not stated,,,30
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Total Population,,,4195
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,All native born,,4143
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in same district,,2392
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Rural,1313
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Urban,195
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Not stated,243
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Foreign born,,,23
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Birth Place not stated,,,29
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Total Population,,,3704
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,All native born,,3680
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in same district,,2408
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Rural,892
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Urban,146
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Not stated,235
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Foreign born,,,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Birth Place not stated,,,16
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Total Population,,,3042
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,All native born,,3017
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in same district,,2107
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Rural,635
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Urban,165
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Not stated,109
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Foreign born,,,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Birth Place not stated,,,17
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Total Population,,,2261
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,All native born,,2222
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in same district,,1501
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Rural,456
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Urban,117
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Not stated,147
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Foreign born,,,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Birth Place not stated,,,31
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Total Population,,,3170
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,All native born,,3139
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in same district,,2361
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Rural,542
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Urban,39
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Not stated,199
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Foreign born,,,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,75+ Years,Birth Place not stated,,,31
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 04 Years,Total Population,,,9075
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,All native born,,9010
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in same district,,8921
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Rural,73
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Urban,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 04 Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 04 Years,Birth Place not stated,,,65
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Total Population,,,10908
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,All native born,,10808
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in same district,,10691
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Rural,108
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Urban,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Foreign born,,,17
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Birth Place not stated,,,83
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Total Population,,,11928
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,All native born,,11855
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in same district,,11630
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Rural,185
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Urban,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Not stated,24
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Foreign born,,,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Birth Place not stated,,,56
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Total Population,,,10502
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Native born,All native born,,10453
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in same district,,10282
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Rural,155
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Urban,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Foreign born,,,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Birth Place not stated,,,33
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Total Population,,,5331
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Native born,All native born,,5275
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in same district,,5146
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Rural,97
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Urban,24
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Not stated,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Foreign born,,,40
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Birth Place not stated,,,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Total Population,,,4212
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Native born,All native born,,4197
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in same district,,4059
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Rural,100
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Urban,23
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Not stated,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Foreign born,,,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Total Population,,,3853
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Native born,All native born,,3845
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in same district,,3716
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Rural,99
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Urban,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Not stated,23
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Birth Place not stated,,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Total Population,,,3929
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Native born,All native born,,3904
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in same district,,3744
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Rural,118
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Urban,34
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Not stated,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Foreign born,,,25
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Total Population,,,4209
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Native born,All native born,,4209
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in same district,,4098
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Rural,111
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Total Population,,,4256
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Native born,All native born,,4256
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in same district,,4123
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Rural,126
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Urban,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Total Population,,,4167
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Native born,All native born,,4159
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in same district,,4012
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Rural,124
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Urban,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Not stated,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Foreign born,,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Total Population,,,3260
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Native born,All native born,,3260
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in same district,,3196
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Rural,56
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Urban,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Total Population,,,2873
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Native born,All native born,,2873
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in same district,,2821
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Rural,52
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Total Population,,,2265
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Native born,All native born,,2265
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in same district,,2232
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Rural,25
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Urban,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Total Population,,,1765
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Native born,All native born,,1765
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in same district,,1710
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Rural,47
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Not stated,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Total Population,,,2336
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Native born,All native born,,2336
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Native born,Born in same district,,2233
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Rural,94
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Urban,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Not stated,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Birth Place not stated,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 04 Years,Total Population,,,8741
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 04 Years,Native born,All native born,,8693
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in same district,,8589
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Rural,88
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Urban,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Not stated,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 04 Years,Foreign born,,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 04 Years,Birth Place not stated,,,48
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Total Population,,,10736
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Native born,All native born,,10704
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in same district,,10537
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Rural,120
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Urban,48
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Foreign born,,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Birth Place not stated,,,24
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Total Population,,,11943
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Native born,All native born,,11880
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in same district,,11611
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Rural,245
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Urban,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Not stated,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Foreign born,,,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Birth Place not stated,,,55
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Total Population,,,11669
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Native born,All native born,,11644
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in same district,,11097
