District,Age-Group,Economic Activity Performed,Active/Not Active,Employed/Unemployed,Gender,Value
 Siraha,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,192
 Siraha,  20 - 24 Years,Economically Active,Not Usually Active,,Male,236
 Siraha,  20 - 24 Years,Economically Active,Not Usually Active,,Female,1356
 Siraha,  20 - 24 Years,Not Economically Active,,,Male,8174
 Siraha,  20 - 24 Years,Not Economically Active,,,Female,17282
 Siraha,  20 - 24 Years,Economic Activity Not Stated,,,Male,360
 Siraha,  20 - 24 Years,Economic Activity Not Stated,,,Female,431
 Siraha,  25 - 29 Years,Total Population 10 Yrs. and above,,,,46540
 Siraha,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,14905
 Siraha,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,9882
 Siraha,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,572
 Siraha,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,172
 Siraha,  25 - 29 Years,Economically Active,Not Usually Active,,Male,262
 Siraha,  25 - 29 Years,Economically Active,Not Usually Active,,Female,1592
 Siraha,  25 - 29 Years,Not Economically Active,,,Male,3312
 Siraha,  25 - 29 Years,Not Economically Active,,,Female,15247
 Siraha,  25 - 29 Years,Economic Activity Not Stated,,,Male,293
 Siraha,  25 - 29 Years,Economic Activity Not Stated,,,Female,302
 Siraha,  30 - 34 Years,Total Population 10 Yrs. and above,,,,40574
 Siraha,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,14322
 Siraha,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,10259
 Siraha,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,372
 Siraha,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,234
 Siraha,  30 - 34 Years,Economically Active,Not Usually Active,,Male,109
 Siraha,  30 - 34 Years,Economically Active,Not Usually Active,,Female,1406
 Siraha,  30 - 34 Years,Not Economically Active,,,Male,1336
 Siraha,  30 - 34 Years,Not Economically Active,,,Female,12018
 Siraha,  30 - 34 Years,Economic Activity Not Stated,,,Male,244
 Siraha,  30 - 34 Years,Economic Activity Not Stated,,,Female,275
 Siraha,  35 - 39 Years,Total Population 10 Yrs. and above,,,,39523
 Siraha,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,16420
 Siraha,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,9780
 Siraha,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,365
 Siraha,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,128
 Siraha,  35 - 39 Years,Economically Active,Not Usually Active,,Male,104
 Siraha,  35 - 39 Years,Economically Active,Not Usually Active,,Female,1237
 Siraha,  35 - 39 Years,Not Economically Active,,,Male,633
 Siraha,  35 - 39 Years,Not Economically Active,,,Female,10462
 Siraha,  35 - 39 Years,Economic Activity Not Stated,,,Male,182
 Siraha,  35 - 39 Years,Economic Activity Not Stated,,,Female,211
 Siraha,  40 - 44 Years,Total Population 10 Yrs. and above,,,,32516
 Siraha,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,14158
 Siraha,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,8196
 Siraha,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,183
 Siraha,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,131
 Siraha,  40 - 44 Years,Economically Active,Not Usually Active,,Male,127
 Siraha,  40 - 44 Years,Economically Active,Not Usually Active,,Female,1068
 Siraha,  40 - 44 Years,Not Economically Active,,,Male,500
 Siraha,  40 - 44 Years,Not Economically Active,,,Female,7808
 Siraha,  40 - 44 Years,Economic Activity Not Stated,,,Male,123
 Siraha,  40 - 44 Years,Economic Activity Not Stated,,,Female,222
 Siraha,  45 - 49 Years,Total Population 10 Yrs. and above,,,,28783
 Siraha,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,13440
 Siraha,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,6933
 Siraha,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,172
 Siraha,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,128
 Siraha,  45 - 49 Years,Economically Active,Not Usually Active,,Male,93
 Siraha,  45 - 49 Years,Economically Active,Not Usually Active,,Female,793
 Siraha,  45 - 49 Years,Not Economically Active,,,Male,417
 Siraha,  45 - 49 Years,Not Economically Active,,,Female,6527
 Siraha,  45 - 49 Years,Economic Activity Not Stated,,,Male,162
 Siraha,  45 - 49 Years,Economic Activity Not Stated,,,Female,119
 Siraha,  50 - 54 Years,Total Population 10 Yrs. and above,,,,23907
 Siraha,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,11494
 Siraha,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,5807
 Siraha,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,178
 Siraha,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,83
 Siraha,  50 - 54 Years,Economically Active,Not Usually Active,,Male,77
 Siraha,  50 - 54 Years,Economically Active,Not Usually Active,,Female,558
 Siraha,  50 - 54 Years,Not Economically Active,,,Male,504
 Siraha,  50 - 54 Years,Not Economically Active,,,Female,5032
 Siraha,  50 - 54 Years,Economic Activity Not Stated,,,Male,62
 Siraha,  50 - 54 Years,Economic Activity Not Stated,,,Female,111
 Siraha,  55 - 59 Years,Total Population 10 Yrs. and above,,,,21453
 Siraha,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,10281
 Siraha,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,4838
 Siraha,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,76
 Siraha,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,53
 Siraha,  55 - 59 Years,Economically Active,Not Usually Active,,Male,134
 Siraha,  55 - 59 Years,Economically Active,Not Usually Active,,Female,541
 Siraha,  55 - 59 Years,Not Economically Active,,,Male,655
 Siraha,  55 - 59 Years,Not Economically Active,,,Female,4726
 Siraha,  55 - 59 Years,Economic Activity Not Stated,,,Male,55
 Siraha,  55 - 59 Years,Economic Activity Not Stated,,,Female,94
 Siraha,  60 - 64 Years,Total Population 10 Yrs. and above,,,,19272
 Siraha,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,7927
 Siraha,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,3422
 Siraha,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,90
 Siraha,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,34
 Siraha,  60 - 64 Years,Economically Active,Not Usually Active,,Male,142
 Siraha,  60 - 64 Years,Economically Active,Not Usually Active,,Female,487
 Siraha,  60 - 64 Years,Not Economically Active,,,Male,1533
 Siraha,  60 - 64 Years,Not Economically Active,,,Female,5409
 Siraha,  60 - 64 Years,Economic Activity Not Stated,,,Male,90
 Siraha,  60 - 64 Years,Economic Activity Not Stated,,,Female,138
 Siraha,  65 - 69 Years,Total Population 10 Yrs. and above,,,,13651
 Siraha,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,5242
 Siraha,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,1976
 Siraha,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,47
 Siraha,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,25
 Siraha,  65 - 69 Years,Economically Active,Not Usually Active,,Male,155
 Siraha,  65 - 69 Years,Economically Active,Not Usually Active,,Female,260
 Siraha,  65 - 69 Years,Not Economically Active,,,Male,1528
 Siraha,  65 - 69 Years,Not Economically Active,,,Female,4312
 Siraha,  65 - 69 Years,Economic Activity Not Stated,,,Male,60
 Siraha,  65 - 69 Years,Economic Activity Not Stated,,,Female,46
 Siraha,  70 - 74 Years,Total Population 10 Yrs. and above,,,,9363
 Siraha,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,2772
 Siraha,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,866
 Siraha,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,48
 Siraha,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,1
 Siraha,  70 - 74 Years,Economically Active,Not Usually Active,,Male,71
 Siraha,  70 - 74 Years,Economically Active,Not Usually Active,,Female,101
 Siraha,  70 - 74 Years,Not Economically Active,,,Male,1941
 Siraha,  70 - 74 Years,Not Economically Active,,,Female,3476
 Siraha,  70 - 74 Years,Economic Activity Not Stated,,,Male,12
 Siraha,  70 - 74 Years,Economic Activity Not Stated,,,Female,76
 Siraha,  75+ Years,Total Population 10 Yrs. and above,,,,7733
 Siraha,  75+ Years,Economically Active,Usually Active,Employed,Male,1555
 Siraha,  75+ Years,Economically Active,Usually Active,Employed,Female,384
 Siraha,  75+ Years,Economically Active,Usually Active,Unemployed,Male,17
 Siraha,  75+ Years,Economically Active,Usually Active,Unemployed,Female,9
 Siraha,  75+ Years,Economically Active,Not Usually Active,,Male,52
 Siraha,  75+ Years,Economically Active,Not Usually Active,,Female,49
 Siraha,  75+ Years,Not Economically Active,,,Male,2339
 Siraha,  75+ Years,Not Economically Active,,,Female,3221
 Siraha,  75+ Years,Economic Activity Not Stated,,,Male,32
 Siraha,  75+ Years,Economic Activity Not Stated,,,Female,76
 Dhanusa,  10 - 14 Years,Total Population 10 Yrs. and above,,,,104446
 Dhanusa,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,2733
 Dhanusa,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,1781
 Dhanusa,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,333
 Dhanusa,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,208
 Dhanusa,  10 - 14 Years,Economically Active,Not Usually Active,,Male,881
 Dhanusa,  10 - 14 Years,Economically Active,Not Usually Active,,Female,782
 Dhanusa,  10 - 14 Years,Not Economically Active,,,Male,45882
 Dhanusa,  10 - 14 Years,Not Economically Active,,,Female,44109
 Dhanusa,  10 - 14 Years,Economic Activity Not Stated,,,Male,3661
 Dhanusa,  10 - 14 Years,Economic Activity Not Stated,,,Female,4075
 Dhanusa,  15 - 19 Years,Total Population 10 Yrs. and above,,,,74144
 Dhanusa,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,7961
 Dhanusa,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,2961
 Dhanusa,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,1167
 Dhanusa,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,370
 Dhanusa,  15 - 19 Years,Economically Active,Not Usually Active,,Male,1064
 Dhanusa,  15 - 19 Years,Economically Active,Not Usually Active,,Female,1036
 Dhanusa,  15 - 19 Years,Not Economically Active,,,Male,28103
 Dhanusa,  15 - 19 Years,Not Economically Active,,,Female,27871
 Dhanusa,  15 - 19 Years,Economic Activity Not Stated,,,Male,1950
 Dhanusa,  15 - 19 Years,Economic Activity Not Stated,,,Female,1661
 Dhanusa,  20 - 24 Years,Total Population 10 Yrs. and above,,,,61531
 Dhanusa,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,13915
 Dhanusa,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,5757
 Dhanusa,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,1431
 Dhanusa,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,497
 Dhanusa,  20 - 24 Years,Economically Active,Not Usually Active,,Male,493
 Dhanusa,  20 - 24 Years,Economically Active,Not Usually Active,,Female,1449
 Dhanusa,  20 - 24 Years,Not Economically Active,,,Male,12186
 Dhanusa,  20 - 24 Years,Not Economically Active,,,Female,22496
 Dhanusa,  20 - 24 Years,Economic Activity Not Stated,,,Male,1859
 Dhanusa,  20 - 24 Years,Economic Activity Not Stated,,,Female,1448
 Dhanusa,  25 - 29 Years,Total Population 10 Yrs. and above,,,,57257
 Dhanusa,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,17536
 Dhanusa,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,7474
 Dhanusa,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,1383
 Dhanusa,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,362
 Dhanusa,  25 - 29 Years,Economically Active,Not Usually Active,,Male,361
 Dhanusa,  25 - 29 Years,Economically Active,Not Usually Active,,Female,1621
 Dhanusa,  25 - 29 Years,Not Economically Active,,,Male,4970
 Dhanusa,  25 - 29 Years,Not Economically Active,,,Female,20715
 Dhanusa,  25 - 29 Years,Economic Activity Not Stated,,,Male,1379
 Dhanusa,  25 - 29 Years,Economic Activity Not Stated,,,Female,1455
 Dhanusa,  30 - 34 Years,Total Population 10 Yrs. and above,,,,49307
 Dhanusa,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,17404
 Dhanusa,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,7228
 Dhanusa,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,865
 Dhanusa,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,383
 Dhanusa,  30 - 34 Years,Economically Active,Not Usually Active,,Male,233
 Dhanusa,  30 - 34 Years,Economically Active,Not Usually Active,,Female,1566
 Dhanusa,  30 - 34 Years,Not Economically Active,,,Male,2254
 Dhanusa,  30 - 34 Years,Not Economically Active,,,Female,17733
 Dhanusa,  30 - 34 Years,Economic Activity Not Stated,,,Male,716
 Dhanusa,  30 - 34 Years,Economic Activity Not Stated,,,Female,925
 Dhanusa,  35 - 39 Years,Total Population 10 Yrs. and above,,,,48923
 Dhanusa,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,18970
 Dhanusa,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,8159
 Dhanusa,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,789
 Dhanusa,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,321
 Dhanusa,  35 - 39 Years,Economically Active,Not Usually Active,,Male,237
 Dhanusa,  35 - 39 Years,Economically Active,Not Usually Active,,Female,1625
 Dhanusa,  35 - 39 Years,Not Economically Active,,,Male,1507
 Dhanusa,  35 - 39 Years,Not Economically Active,,,Female,15758
 Dhanusa,  35 - 39 Years,Economic Activity Not Stated,,,Male,726
 Dhanusa,  35 - 39 Years,Economic Activity Not Stated,,,Female,831
 Dhanusa,  40 - 44 Years,Total Population 10 Yrs. and above,,,,40471
 Dhanusa,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,17689
 Dhanusa,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,6814
 Dhanusa,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,500
 Dhanusa,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,196
 Dhanusa,  40 - 44 Years,Economically Active,Not Usually Active,,Male,152
 Dhanusa,  40 - 44 Years,Economically Active,Not Usually Active,,Female,1094
 Dhanusa,  40 - 44 Years,Not Economically Active,,,Male,1044
 Dhanusa,  40 - 44 Years,Not Economically Active,,,Female,11848
 Dhanusa,  40 - 44 Years,Economic Activity Not Stated,,,Male,508
 Dhanusa,  40 - 44 Years,Economic Activity Not Stated,,,Female,626
 Dhanusa,  45 - 49 Years,Total Population 10 Yrs. and above,,,,34698
 Dhanusa,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,15540
 Dhanusa,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,5691
 Dhanusa,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,301
 Dhanusa,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,292
 Dhanusa,  45 - 49 Years,Economically Active,Not Usually Active,,Male,181
 Dhanusa,  45 - 49 Years,Economically Active,Not Usually Active,,Female,931
 Dhanusa,  45 - 49 Years,Not Economically Active,,,Male,992
 Dhanusa,  45 - 49 Years,Not Economically Active,,,Female,9695
 Dhanusa,  45 - 49 Years,Economic Activity Not Stated,,,Male,510
 Dhanusa,  45 - 49 Years,Economic Activity Not Stated,,,Female,565
 Dhanusa,  50 - 54 Years,Total Population 10 Yrs. and above,,,,28140
 Dhanusa,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,13473
 Dhanusa,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,4093
 Dhanusa,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,180
 Dhanusa,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,160
 Dhanusa,  50 - 54 Years,Economically Active,Not Usually Active,,Male,214
 Dhanusa,  50 - 54 Years,Economically Active,Not Usually Active,,Female,890
 Dhanusa,  50 - 54 Years,Not Economically Active,,,Male,1001
 Dhanusa,  50 - 54 Years,Not Economically Active,,,Female,7408
 Dhanusa,  50 - 54 Years,Economic Activity Not Stated,,,Male,324
 Dhanusa,  50 - 54 Years,Economic Activity Not Stated,,,Female,397
 Dhanusa,  55 - 59 Years,Total Population 10 Yrs. and above,,,,23661
 Dhanusa,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,10768
 Dhanusa,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,3362
 Dhanusa,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,208
 Dhanusa,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,78
 Dhanusa,  55 - 59 Years,Economically Active,Not Usually Active,,Male,249
 Dhanusa,  55 - 59 Years,Economically Active,Not Usually Active,,Female,541
 Dhanusa,  55 - 59 Years,Not Economically Active,,,Male,1022
 Dhanusa,  55 - 59 Years,Not Economically Active,,,Female,6752
 Dhanusa,  55 - 59 Years,Economic Activity Not Stated,,,Male,294
 Dhanusa,  55 - 59 Years,Economic Activity Not Stated,,,Female,388
 Dhanusa,  60 - 64 Years,Total Population 10 Yrs. and above,,,,22698
 Dhanusa,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,8994
 Dhanusa,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,2613
