District,Gender,Age-Group,Type of activity performed 1,Month,Value
Khotang,Female,25 - 29 Years,Activity not stated,,  17
Khotang,Female,30 - 34 Years,Any work total person,, 5645
Khotang,Female,30 - 34 Years,Economic,< 3 months,  84
Khotang,Female,30 - 34 Years,Economic,3 - 5 months, 389
Khotang,Female,30 - 34 Years,Economic,6 - 7 months,1541
Khotang,Female,30 - 34 Years,Economic,8+ months, 3196
Khotang,Female,30 - 34 Years,Extended economic,< 3 months, 626
Khotang,Female,30 - 34 Years,Extended economic,3 - 5 months,  229
Khotang,Female,30 - 34 Years,Extended economic,6 - 7 months, 31
Khotang,Female,30 - 34 Years,Extended economic,8+ months,  15
Khotang,Female,30 - 34 Years,Seeking economic job,< 3 months, 61
Khotang,Female,30 - 34 Years,Seeking economic job,3-5 months, 46
Khotang,Female,30 - 34 Years,Seeking economic job,6-7 months,  23
Khotang,Female,30 - 34 Years,Seeking economic job,8+ months, 15
Khotang,Female,30 - 34 Years,Non-economic work,< 3 months,694
Khotang,Female,30 - 34 Years,Non-economic work,3 - 5 months,1648
Khotang,Female,30 - 34 Years,Non-economic work,6 - 7 months,854
Khotang,Female,30 - 34 Years,Non-economic work,8+ months,  648
Khotang,Female,30 - 34 Years,Activity not stated,,8
Khotang,Female,35 - 39 Years,Any work total person,, 5578
Khotang,Female,35 - 39 Years,Economic,< 3 months, 137
Khotang,Female,35 - 39 Years,Economic,3 - 5 months, 588
Khotang,Female,35 - 39 Years,Economic,6 - 7 months,1328
Khotang,Female,35 - 39 Years,Economic,8+ months, 2991
Khotang,Female,35 - 39 Years,Extended economic,< 3 months, 572
Khotang,Female,35 - 39 Years,Extended economic,3 - 5 months,  160
Khotang,Female,35 - 39 Years,Extended economic,6 - 7 months, 38
Khotang,Female,35 - 39 Years,Extended economic,8+ months,8
Khotang,Female,35 - 39 Years,Seeking economic job,< 3 months, 99
Khotang,Female,35 - 39 Years,Seeking economic job,3-5 months, 31
Khotang,Female,35 - 39 Years,Seeking economic job,6-7 months,  15
Khotang,Female,35 - 39 Years,Seeking economic job,8+ months,  0
Khotang,Female,35 - 39 Years,Non-economic work,< 3 months,664
Khotang,Female,35 - 39 Years,Non-economic work,3 - 5 months,1587
Khotang,Female,35 - 39 Years,Non-economic work,6 - 7 months,824
Khotang,Female,35 - 39 Years,Non-economic work,8+ months,  923
Khotang,Female,35 - 39 Years,Activity not stated,,  23
Khotang,Female,40 - 44 Years,Any work total person,, 5854
Khotang,Female,40 - 44 Years,Economic,< 3 months,  70
Khotang,Female,40 - 44 Years,Economic,3 - 5 months, 572
Khotang,Female,40 - 44 Years,Economic,6 - 7 months,1423
Khotang,Female,40 - 44 Years,Economic,8+ months, 3093
Khotang,Female,40 - 44 Years,Extended economic,< 3 months, 897
Khotang,Female,40 - 44 Years,Extended economic,3 - 5 months,  240
Khotang,Female,40 - 44 Years,Extended economic,6 - 7 months, 23
Khotang,Female,40 - 44 Years,Extended economic,8+ months,  15
Khotang,Female,40 - 44 Years,Seeking economic job,< 3 months,101
Khotang,Female,40 - 44 Years,Seeking economic job,3-5 months, 39
Khotang,Female,40 - 44 Years,Seeking economic job,6-7 months,  23
Khotang,Female,40 - 44 Years,Seeking economic job,8+ months,  8
Khotang,Female,40 - 44 Years,Non-economic work,< 3 months,851
Khotang,Female,40 - 44 Years,Non-economic work,3 - 5 months,1724
Khotang,Female,40 - 44 Years,Non-economic work,6 - 7 months,804
Khotang,Female,40 - 44 Years,Non-economic work,8+ months,  959
Khotang,Female,40 - 44 Years,Activity not stated,,  23
Khotang,Female,45 - 49 Years,Any work total person,, 5143
Khotang,Female,45 - 49 Years,Economic,< 3 months, 115
Khotang,Female,45 - 49 Years,Economic,3 - 5 months, 608
Khotang,Female,45 - 49 Years,Economic,6 - 7 months,1397
Khotang,Female,45 - 49 Years,Economic,8+ months, 2522
Khotang,Female,45 - 49 Years,Extended economic,< 3 months, 616
Khotang,Female,45 - 49 Years,Extended economic,3 - 5 months,  238
Khotang,Female,45 - 49 Years,Extended economic,6 - 7 months, 16
Khotang,Female,45 - 49 Years,Extended economic,8+ months,0
Khotang,Female,45 - 49 Years,Seeking economic job,< 3 months, 74
Khotang,Female,45 - 49 Years,Seeking economic job,3-5 months, 33
Khotang,Female,45 - 49 Years,Seeking economic job,6-7 months,0
Khotang,Female,45 - 49 Years,Seeking economic job,8+ months,  8
Khotang,Female,45 - 49 Years,Non-economic work,< 3 months,592
Khotang,Female,45 - 49 Years,Non-economic work,3 - 5 months,1577
Khotang,Female,45 - 49 Years,Non-economic work,6 - 7 months,797
Khotang,Female,45 - 49 Years,Non-economic work,8+ months,  912
Khotang,Female,45 - 49 Years,Activity not stated,,  33
Khotang,Female,50 - 54 Years,Any work total person,, 4526
Khotang,Female,50 - 54 Years,Economic,< 3 months, 146
Khotang,Female,50 - 54 Years,Economic,3 - 5 months, 490
Khotang,Female,50 - 54 Years,Economic,6 - 7 months,1133
Khotang,Female,50 - 54 Years,Economic,8+ months, 2259
Khotang,Female,50 - 54 Years,Extended economic,< 3 months, 636
Khotang,Female,50 - 54 Years,Extended economic,3 - 5 months,  184
Khotang,Female,50 - 54 Years,Extended economic,6 - 7 months,  8
Khotang,Female,50 - 54 Years,Extended economic,8+ months,8
Khotang,Female,50 - 54 Years,Seeking economic job,< 3 months, 61
Khotang,Female,50 - 54 Years,Seeking economic job,3-5 months, 61
Khotang,Female,50 - 54 Years,Seeking economic job,6-7 months,8
Khotang,Female,50 - 54 Years,Seeking economic job,8+ months,  0
Khotang,Female,50 - 54 Years,Non-economic work,< 3 months,459
Khotang,Female,50 - 54 Years,Non-economic work,3 - 5 months,1271
Khotang,Female,50 - 54 Years,Non-economic work,6 - 7 months,789
Khotang,Female,50 - 54 Years,Non-economic work,8+ months,  858
Khotang,Female,50 - 54 Years,Activity not stated,,8
Khotang,Female,55 - 59 Years,Any work total person,, 3642
Khotang,Female,55 - 59 Years,Economic,< 3 months,  99
Khotang,Female,55 - 59 Years,Economic,3 - 5 months, 397
Khotang,Female,55 - 59 Years,Economic,6 - 7 months, 886
Khotang,Female,55 - 59 Years,Economic,8+ months, 1738
Khotang,Female,55 - 59 Years,Extended economic,< 3 months, 464
Khotang,Female,55 - 59 Years,Extended economic,3 - 5 months,  182
Khotang,Female,55 - 59 Years,Extended economic,6 - 7 months, 17
Khotang,Female,55 - 59 Years,Extended economic,8+ months,0
Khotang,Female,55 - 59 Years,Seeking economic job,< 3 months, 58
Khotang,Female,55 - 59 Years,Seeking economic job,3-5 months,  8
Khotang,Female,55 - 59 Years,Seeking economic job,6-7 months,  17
Khotang,Female,55 - 59 Years,Seeking economic job,8+ months,  8
Khotang,Female,55 - 59 Years,Non-economic work,< 3 months,430
Khotang,Female,55 - 59 Years,Non-economic work,3 - 5 months,1035
Khotang,Female,55 - 59 Years,Non-economic work,6 - 7 months,555
Khotang,Female,55 - 59 Years,Non-economic work,8+ months,  770
Khotang,Female,55 - 59 Years,Activity not stated,,  17
Khotang,Female,60 - 64 Years,Any work total person,, 3376
Khotang,Female,60 - 64 Years,Economic,< 3 months, 150
Khotang,Female,60 - 64 Years,Economic,3 - 5 months, 323
Khotang,Female,60 - 64 Years,Economic,6 - 7 months, 708
Khotang,Female,60 - 64 Years,Economic,8+ months, 1204
Khotang,Female,60 - 64 Years,Extended economic,< 3 months, 338
Khotang,Female,60 - 64 Years,Extended economic,3 - 5 months,  150
Khotang,Female,60 - 64 Years,Extended economic,6 - 7 months, 24
Khotang,Female,60 - 64 Years,Extended economic,8+ months,  16
Khotang,Female,60 - 64 Years,Seeking economic job,< 3 months,  8
Khotang,Female,60 - 64 Years,Seeking economic job,3-5 months,  8
Khotang,Female,60 - 64 Years,Seeking economic job,6-7 months,8
Khotang,Female,60 - 64 Years,Seeking economic job,8+ months,  8
Khotang,Female,60 - 64 Years,Non-economic work,< 3 months,260
Khotang,Female,60 - 64 Years,Non-economic work,3 - 5 months, 653
Khotang,Female,60 - 64 Years,Non-economic work,6 - 7 months,488
Khotang,Female,60 - 64 Years,Non-economic work,8+ months, 1236
Khotang,Female,60 - 64 Years,Activity not stated,,  16
Khotang,Female,65 - 69 Years,Any work total person,, 2502
Khotang,Female,65 - 69 Years,Economic,< 3 months, 107
Khotang,Female,65 - 69 Years,Economic,3 - 5 months, 314
Khotang,Female,65 - 69 Years,Economic,6 - 7 months, 372
Khotang,Female,65 - 69 Years,Economic,8+ months,  842
Khotang,Female,65 - 69 Years,Extended economic,< 3 months, 157
Khotang,Female,65 - 69 Years,Extended economic,3 - 5 months,91
Khotang,Female,65 - 69 Years,Extended economic,6 - 7 months,  0
Khotang,Female,65 - 69 Years,Extended economic,8+ months,0
Khotang,Female,65 - 69 Years,Seeking economic job,< 3 months, 33
Khotang,Female,65 - 69 Years,Seeking economic job,3-5 months,  0
Khotang,Female,65 - 69 Years,Seeking economic job,6-7 months,8
Khotang,Female,65 - 69 Years,Seeking economic job,8+ months,  0
Khotang,Female,65 - 69 Years,Non-economic work,< 3 months,173
Khotang,Female,65 - 69 Years,Non-economic work,3 - 5 months, 363
Khotang,Female,65 - 69 Years,Non-economic work,6 - 7 months,330
Khotang,Female,65 - 69 Years,Non-economic work,8+ months, 1140
Khotang,Female,65 - 69 Years,Activity not stated,,8
Khotang,Female,70 - 74 Years,Any work total person,, 1792
Khotang,Female,70 - 74 Years,Economic,< 3 months,  62
Khotang,Female,70 - 74 Years,Economic,3 - 5 months, 155
Khotang,Female,70 - 74 Years,Economic,6 - 7 months, 155
Khotang,Female,70 - 74 Years,Economic,8+ months,  489
Khotang,Female,70 - 74 Years,Extended economic,< 3 months, 171
Khotang,Female,70 - 74 Years,Extended economic,3 - 5 months,16
Khotang,Female,70 - 74 Years,Extended economic,6 - 7 months,  8
Khotang,Female,70 - 74 Years,Extended economic,8+ months,0
Khotang,Female,70 - 74 Years,Seeking economic job,< 3 months, 16
Khotang,Female,70 - 74 Years,Seeking economic job,3-5 months,  8
Khotang,Female,70 - 74 Years,Seeking economic job,6-7 months,8
Khotang,Female,70 - 74 Years,Seeking economic job,8+ months,  0
Khotang,Female,70 - 74 Years,Non-economic work,< 3 months, 85
Khotang,Female,70 - 74 Years,Non-economic work,3 - 5 months, 233
Khotang,Female,70 - 74 Years,Non-economic work,6 - 7 months,147
Khotang,Female,70 - 74 Years,Non-economic work,8+ months, 1055
Khotang,Female,70 - 74 Years,Activity not stated,,0
Khotang,Female,75+ Years,Any work total person,,  2525
Khotang,Female,75+ Years,Economic,< 3 months,  69
Khotang,Female,75+ Years,Economic,3 - 5 months, 129
Khotang,Female,75+ Years,Economic,6 - 7 months, 198
Khotang,Female,75+ Years,Economic,8+ months,  369
Khotang,Female,75+ Years,Extended economic,< 3 months,  94
Khotang,Female,75+ Years,Extended economic,3 - 5 months,52
Khotang,Female,75+ Years,Extended economic,6 - 7 months,  9
Khotang,Female,75+ Years,Extended economic,8+ months,0
Khotang,Female,75+ Years,Seeking economic job,< 3 months,  0
Khotang,Female,75+ Years,Seeking economic job,3-5 months,  9
Khotang,Female,75+ Years,Seeking economic job,6-7 months,0
Khotang,Female,75+ Years,Seeking economic job,8+ months,  0
Khotang,Female,75+ Years,Non-economic work,< 3 months, 60
Khotang,Female,75+ Years,Non-economic work,3 - 5 months, 172
Khotang,Female,75+ Years,Non-economic work,6 - 7 months,146
Khotang,Female,75+ Years,Non-economic work,8+ months, 1872
Khotang,Female,75+ Years,Activity not stated,,  26
Udayapur,Male,10 - 14 Years,Any work total person,,23241
Udayapur,Male,10 - 14 Years,Economic,< 3 months, 334
Udayapur,Male,10 - 14 Years,Economic,3 - 5 months, 130
Udayapur,Male,10 - 14 Years,Economic,6 - 7 months,  81
Udayapur,Male,10 - 14 Years,Economic,8+ months,  432
Udayapur,Male,10 - 14 Years,Extended economic,< 3 months,  90
Udayapur,Male,10 - 14 Years,Extended economic,3 - 5 months,65
Udayapur,Male,10 - 14 Years,Extended economic,6 - 7 months,  8
Udayapur,Male,10 - 14 Years,Extended economic,8+ months,8
Udayapur,Male,10 - 14 Years,Seeking economic job,< 3 months, 49
Udayapur,Male,10 - 14 Years,Seeking economic job,3-5 months, 49
Udayapur,Male,10 - 14 Years,Seeking economic job,6-7 months,8
Udayapur,Male,10 - 14 Years,Seeking economic job,8+ months, 16
Udayapur,Male,10 - 14 Years,Non-economic work,< 3 months, 89
Udayapur,Male,10 - 14 Years,Non-economic work,3 - 5 months,  49
Udayapur,Male,10 - 14 Years,Non-economic work,6 - 7 months, 41
Udayapur,Male,10 - 14 Years,Non-economic work,8+ months,22622
Udayapur,Male,10 - 14 Years,Activity not stated,,  49
Udayapur,Male,15 - 19 Years,Any work total person,,17502
Udayapur,Male,15 - 19 Years,Economic,< 3 months, 484
Udayapur,Male,15 - 19 Years,Economic,3 - 5 months, 331
Udayapur,Male,15 - 19 Years,Economic,6 - 7 months, 365
Udayapur,Male,15 - 19 Years,Economic,8+ months, 2725
Udayapur,Male,15 - 19 Years,Extended economic,< 3 months, 484
Udayapur,Male,15 - 19 Years,Extended economic,3 - 5 months,  238
Udayapur,Male,15 - 19 Years,Extended economic,6 - 7 months, 34
Udayapur,Male,15 - 19 Years,Extended economic,8+ months,  34
Udayapur,Male,15 - 19 Years,Seeking economic job,< 3 months,535
Udayapur,Male,15 - 19 Years,Seeking economic job,3-5 months,331
Udayapur,Male,15 - 19 Years,Seeking economic job,6-7 months, 110
Udayapur,Male,15 - 19 Years,Seeking economic job,8+ months,153
Udayapur,Male,15 - 19 Years,Non-economic work,< 3 months,586
Udayapur,Male,15 - 19 Years,Non-economic work,3 - 5 months, 280
Udayapur,Male,15 - 19 Years,Non-economic work,6 - 7 months, 76
Udayapur,Male,15 - 19 Years,Non-economic work,8+ months,14031
Udayapur,Male,15 - 19 Years,Activity not stated,,  42
Udayapur,Male,20 - 24 Years,Any work total person,, 9811
Udayapur,Male,20 - 24 Years,Economic,< 3 months, 124
Udayapur,Male,20 - 24 Years,Economic,3 - 5 months, 269
Udayapur,Male,20 - 24 Years,Economic,6 - 7 months, 680
Udayapur,Male,20 - 24 Years,Economic,8+ months, 5509
Udayapur,Male,20 - 24 Years,Extended economic,< 3 months, 684
Udayapur,Male,20 - 24 Years,Extended economic,3 - 5 months,  405
Udayapur,Male,20 - 24 Years,Extended economic,6 - 7 months, 66
Udayapur,Male,20 - 24 Years,Extended economic,8+ months,  73
Udayapur,Male,20 - 24 Years,Seeking economic job,< 3 months,754
Udayapur,Male,20 - 24 Years,Seeking economic job,3-5 months,632
Udayapur,Male,20 - 24 Years,Seeking economic job,6-7 months, 142
Udayapur,Male,20 - 24 Years,Seeking economic job,8+ months,165
Udayapur,Male,20 - 24 Years,Non-economic work,< 3 months,740
Udayapur,Male,20 - 24 Years,Non-economic work,3 - 5 months, 379
Udayapur,Male,20 - 24 Years,Non-economic work,6 - 7 months,170
Udayapur,Male,20 - 24 Years,Non-economic work,8+ months, 3164
Udayapur,Male,20 - 24 Years,Activity not stated,,  34
Udayapur,Male,25 - 29 Years,Any work total person,, 8050
Udayapur,Male,25 - 29 Years,Economic,< 3 months,  67
Udayapur,Male,25 - 29 Years,Economic,3 - 5 months, 195
Udayapur,Male,25 - 29 Years,Economic,6 - 7 months, 707
Udayapur,Male,25 - 29 Years,Economic,8+ months, 6196
Udayapur,Male,25 - 29 Years,Extended economic,< 3 months, 653
Udayapur,Male,25 - 29 Years,Extended economic,3 - 5 months,  477
Udayapur,Male,25 - 29 Years,Extended economic,6 - 7 months, 98
Udayapur,Male,25 - 29 Years,Extended economic,8+ months,  74
Udayapur,Male,25 - 29 Years,Seeking economic job,< 3 months,663
Udayapur,Male,25 - 29 Years,Seeking economic job,3-5 months,497
Udayapur,Male,25 - 29 Years,Seeking economic job,6-7 months, 220
Udayapur,Male,25 - 29 Years,Seeking economic job,8+ months,116
Udayapur,Male,25 - 29 Years,Non-economic work,< 3 months,765
Udayapur,Male,25 - 29 Years,Non-economic work,3 - 5 months, 444
Udayapur,Male,25 - 29 Years,Non-economic work,6 - 7 months,116
Udayapur,Male,25 - 29 Years,Non-economic work,8+ months,  736
Udayapur,Male,25 - 29 Years,Activity not stated,,  25
Udayapur,Male,30 - 34 Years,Any work total person,, 7158
Udayapur,Male,30 - 34 Years,Economic,< 3 months,  32
Udayapur,Male,30 - 34 Years,Economic,3 - 5 months, 136
Udayapur,Male,30 - 34 Years,Economic,6 - 7 months, 671
Udayapur,Male,30 - 34 Years,Economic,8+ months, 6002
Udayapur,Male,30 - 34 Years,Extended economic,< 3 months, 680
Udayapur,Male,30 - 34 Years,Extended economic,3 - 5 months,  560
Udayapur,Male,30 - 34 Years,Extended economic,6 - 7 months,105
Udayapur,Male,30 - 34 Years,Extended economic,8+ months,  41
Udayapur,Male,30 - 34 Years,Seeking economic job,< 3 months,635
Udayapur,Male,30 - 34 Years,Seeking economic job,3-5 months,271
Udayapur,Male,30 - 34 Years,Seeking economic job,6-7 months, 119
Udayapur,Male,30 - 34 Years,Seeking economic job,8+ months, 72
Udayapur,Male,30 - 34 Years,Non-economic work,< 3 months,688
Udayapur,Male,30 - 34 Years,Non-economic work,3 - 5 months, 360
Udayapur,Male,30 - 34 Years,Non-economic work,6 - 7 months, 88
Udayapur,Male,30 - 34 Years,Non-economic work,8+ months,  243
Udayapur,Male,30 - 34 Years,Activity not stated,,  16
Udayapur,Male,35 - 39 Years,Any work total person,, 7627
Udayapur,Male,35 - 39 Years,Economic,< 3 months,8
Udayapur,Male,35 - 39 Years,Economic,3 - 5 months, 126
Udayapur,Male,35 - 39 Years,Economic,6 - 7 months, 718
Udayapur,Male,35 - 39 Years,Economic,8+ months, 6473
Udayapur,Male,35 - 39 Years,Extended economic,< 3 months, 847
Udayapur,Male,35 - 39 Years,Extended economic,3 - 5 months,  468
Udayapur,Male,35 - 39 Years,Extended economic,6 - 7 months,110
Udayapur,Male,35 - 39 Years,Extended economic,8+ months, 119
Udayapur,Male,35 - 39 Years,Seeking economic job,< 3 months,522
Udayapur,Male,35 - 39 Years,Seeking economic job,3-5 months,382
Udayapur,Male,35 - 39 Years,Seeking economic job,6-7 months,  78
Udayapur,Male,35 - 39 Years,Seeking economic job,8+ months, 40
Udayapur,Male,35 - 39 Years,Non-economic work,< 3 months,772
Udayapur,Male,35 - 39 Years,Non-economic work,3 - 5 months, 503
Udayapur,Male,35 - 39 Years,Non-economic work,6 - 7 months,100
Udayapur,Male,35 - 39 Years,Non-economic work,8+ months,  191
Udayapur,Male,35 - 39 Years,Activity not stated,,  15
Udayapur,Male,40 - 44 Years,Any work total person,, 7602
Udayapur,Male,40 - 44 Years,Economic,< 3 months,  24
Udayapur,Male,40 - 44 Years,Economic,3 - 5 months, 236
Udayapur,Male,40 - 44 Years,Economic,6 - 7 months, 674
Udayapur,Male,40 - 44 Years,Economic,8+ months, 6478
Udayapur,Male,40 - 44 Years,Extended economic,< 3 months, 929
Udayapur,Male,40 - 44 Years,Extended economic,3 - 5 months,  563
Udayapur,Male,40 - 44 Years,Extended economic,6 - 7 months,103
Udayapur,Male,40 - 44 Years,Extended economic,8+ months,  24
Udayapur,Male,40 - 44 Years,Seeking economic job,< 3 months,603
Udayapur,Male,40 - 44 Years,Seeking economic job,3-5 months,270
Udayapur,Male,40 - 44 Years,Seeking economic job,6-7 months,  40
Udayapur,Male,40 - 44 Years,Seeking economic job,8+ months, 24
Udayapur,Male,40 - 44 Years,Non-economic work,< 3 months,651
Udayapur,Male,40 - 44 Years,Non-economic work,3 - 5 months, 586
Udayapur,Male,40 - 44 Years,Non-economic work,6 - 7 months,112
Udayapur,Male,40 - 44 Years,Non-economic work,8+ months,  260
Udayapur,Male,40 - 44 Years,Activity not stated,,8
Udayapur,Male,45 - 49 Years,Any work total person,, 6662
Udayapur,Male,45 - 49 Years,Economic,< 3 months,  41
Udayapur,Male,45 - 49 Years,Economic,3 - 5 months, 201
Udayapur,Male,45 - 49 Years,Economic,6 - 7 months, 591
Udayapur,Male,45 - 49 Years,Economic,8+ months, 5586
Udayapur,Male,45 - 49 Years,Extended economic,< 3 months, 743
Udayapur,Male,45 - 49 Years,Extended economic,3 - 5 months,  490
Udayapur,Male,45 - 49 Years,Extended economic,6 - 7 months,126
Udayapur,Male,45 - 49 Years,Extended economic,8+ months,  50
Udayapur,Male,45 - 49 Years,Seeking economic job,< 3 months,395
Udayapur,Male,45 - 49 Years,Seeking economic job,3-5 months,262
Udayapur,Male,45 - 49 Years,Seeking economic job,6-7 months,  84
Udayapur,Male,45 - 49 Years,Seeking economic job,8+ months, 25
