District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Literacy Status,Gender,Population under 16 years of age living with,Number
 Lalitpur,,,,,,Literacy not stated,Male,Parents,8
 Lalitpur,,,,,,Literacy not stated,Male,Mother,0
 Lalitpur,,,,,,Literacy not stated,Male,Father,0
 Lalitpur,,,,,,Literacy not stated,Male,Father and step mother,0
 Lalitpur,,,,,,Literacy not stated,Male,Mother and step father,0
 Lalitpur,,,,,,Literacy not stated,Male,Other relatives,0
 Lalitpur,,,,,,Literacy not stated,Male,Employer,0
 Lalitpur,,,,,,Literacy not stated,Male,Others,0
 Lalitpur,,,,,,Literacy not stated,Male,Not stated,0
 Lalitpur,,,,,,Illiterate,  Female,Parents,1810
 Lalitpur,,,,,,Illiterate,  Female,Mother,68
 Lalitpur,,,,,,Illiterate,  Female,Father,0
 Lalitpur,,,,,,Illiterate,  Female,Father and step mother,0
 Lalitpur,,,,,,Illiterate,  Female,Mother and step father,0
 Lalitpur,,,,,,Illiterate,  Female,Other relatives,17
 Lalitpur,,,,,,Illiterate,  Female,Employer,41
 Lalitpur,,,,,,Illiterate,  Female,Others,17
 Lalitpur,,,,,,Illiterate,  Female,Not stated,75
 Lalitpur,,,,,,Literate,  Female,Parents,35830
 Lalitpur,,,,,,Literate,  Female,Mother,2484
 Lalitpur,,,,,,Literate,  Female,Father,298
 Lalitpur,,,,,,Literate,  Female,Father and step mother,75
 Lalitpur,,,,,,Literate,  Female,Mother and step father,17
 Lalitpur,,,,,,Literate,  Female,Other relatives,379
 Lalitpur,,,,,,Literate,  Female,Employer,238
 Lalitpur,,,,,,Literate,  Female,Others,845
 Lalitpur,,,,,,Literate,  Female,Not stated,529
 Lalitpur,,,,,,Literacy not stated,  Female,Parents,0
 Lalitpur,,,,,,Literacy not stated,  Female,Mother,0
 Lalitpur,,,,,,Literacy not stated,  Female,Father,0
 Lalitpur,,,,,,Literacy not stated,  Female,Father and step mother,0
 Lalitpur,,,,,,Literacy not stated,  Female,Mother and step father,0
 Lalitpur,,,,,,Literacy not stated,  Female,Other relatives,0
 Lalitpur,,,,,,Literacy not stated,  Female,Employer,0
 Lalitpur,,,,,,Literacy not stated,  Female,Others,0
 Lalitpur,,,,,,Literacy not stated,  Female,Not stated,0
 Bhaktapur,,,,,,Illiterate,Male,Parents,1015
 Bhaktapur,,,,,,Illiterate,Male,Mother,41
 Bhaktapur,,,,,,Illiterate,Male,Father,8
 Bhaktapur,,,,,,Illiterate,Male,Father and step mother,8
 Bhaktapur,,,,,,Illiterate,Male,Mother and step father,0
 Bhaktapur,,,,,,Illiterate,Male,Other relatives,8
 Bhaktapur,,,,,,Illiterate,Male,Employer,8
 Bhaktapur,,,,,,Illiterate,Male,Others,8
 Bhaktapur,,,,,,Illiterate,Male,Not stated,42
 Bhaktapur,,,,,,Literate,Male,Parents,27010
 Bhaktapur,,,,,,Literate,Male,Mother,1695
 Bhaktapur,,,,,,Literate,Male,Father,220
 Bhaktapur,,,,,,Literate,Male,Father and step mother,124
 Bhaktapur,,,,,,Literate,Male,Mother and step father,0
 Bhaktapur,,,,,,Literate,Male,Other relatives,158
 Bhaktapur,,,,,,Literate,Male,Employer,50
 Bhaktapur,,,,,,Literate,Male,Others,616
 Bhaktapur,,,,,,Literate,Male,Not stated,255
 Bhaktapur,,,,,,Literacy not stated,Male,Parents,8
 Bhaktapur,,,,,,Literacy not stated,Male,Mother,0
 Bhaktapur,,,,,,Literacy not stated,Male,Father,0
 Bhaktapur,,,,,,Literacy not stated,Male,Father and step mother,0
 Bhaktapur,,,,,,Literacy not stated,Male,Mother and step father,0
 Bhaktapur,,,,,,Literacy not stated,Male,Other relatives,0
 Bhaktapur,,,,,,Literacy not stated,Male,Employer,0
 Bhaktapur,,,,,,Literacy not stated,Male,Others,0
 Bhaktapur,,,,,,Literacy not stated,Male,Not stated,0
 Bhaktapur,,,,,,Illiterate,  Female,Parents,823
 Bhaktapur,,,,,,Illiterate,  Female,Mother,66
 Bhaktapur,,,,,,Illiterate,  Female,Father,0
 Bhaktapur,,,,,,Illiterate,  Female,Father and step mother,8
 Bhaktapur,,,,,,Illiterate,  Female,Mother and step father,0
 Bhaktapur,,,,,,Illiterate,  Female,Other relatives,26
 Bhaktapur,,,,,,Illiterate,  Female,Employer,0
 Bhaktapur,,,,,,Illiterate,  Female,Others,42
 Bhaktapur,,,,,,Illiterate,  Female,Not stated,69
 Bhaktapur,,,,,,Literate,  Female,Parents,25019
 Bhaktapur,,,,,,Literate,  Female,Mother,1665
 Bhaktapur,,,,,,Literate,  Female,Father,218
 Bhaktapur,,,,,,Literate,  Female,Father and step mother,92
 Bhaktapur,,,,,,Literate,  Female,Mother and step father,0
 Bhaktapur,,,,,,Literate,  Female,Other relatives,173
 Bhaktapur,,,,,,Literate,  Female,Employer,50
 Bhaktapur,,,,,,Literate,  Female,Others,393
 Bhaktapur,,,,,,Literate,  Female,Not stated,296
 Bhaktapur,,,,,,Literacy not stated,  Female,Parents,0
 Bhaktapur,,,,,,Literacy not stated,  Female,Mother,0
 Bhaktapur,,,,,,Literacy not stated,  Female,Father,0
 Bhaktapur,,,,,,Literacy not stated,  Female,Father and step mother,0
 Bhaktapur,,,,,,Literacy not stated,  Female,Mother and step father,0
 Bhaktapur,,,,,,Literacy not stated,  Female,Other relatives,0
 Bhaktapur,,,,,,Literacy not stated,  Female,Employer,0
 Bhaktapur,,,,,,Literacy not stated,  Female,Others,0
 Bhaktapur,,,,,,Literacy not stated,  Female,Not stated,0
 Kathmandu,,,,,,Illiterate,Male,Parents,5006
 Kathmandu,,,,,,Illiterate,Male,Mother,539
 Kathmandu,,,,,,Illiterate,Male,Father,101
 Kathmandu,,,,,,Illiterate,Male,Father and step mother,18
 Kathmandu,,,,,,Illiterate,Male,Mother and step father,8
 Kathmandu,,,,,,Illiterate,Male,Other relatives,109
 Kathmandu,,,,,,Illiterate,Male,Employer,186
 Kathmandu,,,,,,Illiterate,Male,Others,279
 Kathmandu,,,,,,Illiterate,Male,Not stated,219
 Kathmandu,,,,,,Literate,Male,Parents,140453
 Kathmandu,,,,,,Literate,Male,Mother,11752
 Kathmandu,,,,,,Literate,Male,Father,2399
 Kathmandu,,,,,,Literate,Male,Father and step mother,286
 Kathmandu,,,,,,Literate,Male,Mother and step father,42
 Kathmandu,,,,,,Literate,Male,Other relatives,1995
 Kathmandu,,,,,,Literate,Male,Employer,834
 Kathmandu,,,,,,Literate,Male,Others," 5,288      1,683"
 Kathmandu,,,,,,Literacy not stated,Male,Parents,25
 Kathmandu,,,,,,Literacy not stated,Male,Mother,0
 Kathmandu,,,,,,Literacy not stated,Male,Father,0
 Kathmandu,,,,,,Literacy not stated,Male,Father and step mother,0
 Kathmandu,,,,,,Literacy not stated,Male,Mother and step father,0
 Kathmandu,,,,,,Literacy not stated,Male,Other relatives,0
 Kathmandu,,,,,,Literacy not stated,Male,Employer,0
 Kathmandu,,,,,,Literacy not stated,Male,Others,0
 Kathmandu,,,,,,Literacy not stated,Male,Not stated,0
 Kathmandu,,,,,,Illiterate,  Female,Parents,4240
 Kathmandu,,,,,,Illiterate,  Female,Mother,335
 Kathmandu,,,,,,Illiterate,  Female,Father,8
 Kathmandu,,,,,,Illiterate,  Female,Father and step mother,0
 Kathmandu,,,,,,Illiterate,  Female,Mother and step father,0
 Kathmandu,,,,,,Illiterate,  Female,Other relatives,108
 Kathmandu,,,,,,Illiterate,  Female,Employer,200
 Kathmandu,,,,,,Illiterate,  Female,Others,267
 Kathmandu,,,,,,Illiterate,  Female,Not stated,208
 Kathmandu,,,,,,Literate,  Female,Parents,127907
 Kathmandu,,,,,,Literate,  Female,Mother,11488
 Kathmandu,,,,,,Literate,  Female,Father,1382
 Kathmandu,,,,,,Literate,  Female,Father and step mother,167
 Kathmandu,,,,,,Literate,  Female,Mother and step father,75
 Kathmandu,,,,,,Literate,  Female,Other relatives,1621
 Kathmandu,,,,,,Literate,  Female,Employer,1107
 Kathmandu,,,,,,Literate,  Female,Others," 4,069      1,381"
 Kathmandu,,,,,,Literacy not stated,  Female,Parents,33
 Kathmandu,,,,,,Literacy not stated,  Female,Mother,0
 Kathmandu,,,,,,Literacy not stated,  Female,Father,0
 Kathmandu,,,,,,Literacy not stated,  Female,Father and step mother,0
 Kathmandu,,,,,,Literacy not stated,  Female,Mother and step father,0
 Kathmandu,,,,,,Literacy not stated,  Female,Other relatives,0
 Kathmandu,,,,,,Literacy not stated,  Female,Employer,0
 Kathmandu,,,,,,Literacy not stated,  Female,Others,0
 Kathmandu,,,,,,Literacy not stated,  Female,Not stated,0
 Nuwakot,,,,,,Illiterate,Male,Parents,4003
 Nuwakot,,,,,,Illiterate,Male,Mother,225
 Nuwakot,,,,,,Illiterate,Male,Father,71
 Nuwakot,,,,,,Illiterate,Male,Father and step mother,24
 Nuwakot,,,,,,Illiterate,Male,Mother and step father,8
 Nuwakot,,,,,,Illiterate,Male,Other relatives,41
 Nuwakot,,,,,,Illiterate,Male,Employer,13
 Nuwakot,,,,,,Illiterate,Male,Others,106
 Nuwakot,,,,,,Illiterate,Male,Not stated,97
 Nuwakot,,,,,,Literate,Male,Parents,29122
 Nuwakot,,,,,,Literate,Male,Mother,1857
 Nuwakot,,,,,,Literate,Male,Father,290
 Nuwakot,,,,,,Literate,Male,Father and step mother,92
 Nuwakot,,,,,,Literate,Male,Mother and step father,8
 Nuwakot,,,,,,Literate,Male,Other relatives,157
 Nuwakot,,,,,,Literate,Male,Employer,4
 Nuwakot,,,,,,Literate,Male,Others,453
 Nuwakot,,,,,,Literate,Male,Not stated,338
 Nuwakot,,,,,,Literacy not stated,Male,Parents,24
 Nuwakot,,,,,,Literacy not stated,Male,Mother,0
 Nuwakot,,,,,,Literacy not stated,Male,Father,8
 Nuwakot,,,,,,Literacy not stated,Male,Father and step mother,0
 Nuwakot,,,,,,Literacy not stated,Male,Mother and step father,0
 Nuwakot,,,,,,Literacy not stated,Male,Other relatives,0
 Nuwakot,,,,,,Literacy not stated,Male,Employer,0
 Nuwakot,,,,,,Literacy not stated,Male,Others,0
 Nuwakot,,,,,,Literacy not stated,Male,Not stated,1
 Nuwakot,,,,,,Illiterate,  Female,Parents,4270
 Nuwakot,,,,,,Illiterate,  Female,Mother,326
 Nuwakot,,,,,,Illiterate,  Female,Father,28
 Nuwakot,,,,,,Illiterate,  Female,Father and step mother,16
 Nuwakot,,,,,,Illiterate,  Female,Mother and step father,8
 Nuwakot,,,,,,Illiterate,  Female,Other relatives,19
 Nuwakot,,,,,,Illiterate,  Female,Employer,2
 Nuwakot,,,,,,Illiterate,  Female,Others,50
 Nuwakot,,,,,,Illiterate,  Female,Not stated,146
 Nuwakot,,,,,,Literate,  Female,Parents,29293
 Nuwakot,,,,,,Literate,  Female,Mother,1969
 Nuwakot,,,,,,Literate,  Female,Father,179
 Nuwakot,,,,,,Literate,  Female,Father and step mother,18
 Nuwakot,,,,,,Literate,  Female,Mother and step father,9
 Nuwakot,,,,,,Literate,  Female,Other relatives,190
 Nuwakot,,,,,,Literate,  Female,Employer,3
 Nuwakot,,,,,,Literate,  Female,Others,441
 Nuwakot,,,,,,Literate,  Female,Not stated,390
 Nuwakot,,,,,,Literacy not stated,  Female,Parents,33
 Nuwakot,,,,,,Literacy not stated,  Female,Mother,0
 Nuwakot,,,,,,Literacy not stated,  Female,Father,0
 Nuwakot,,,,,,Literacy not stated,  Female,Father and step mother,0
 Nuwakot,,,,,,Literacy not stated,  Female,Mother and step father,0
 Nuwakot,,,,,,Literacy not stated,  Female,Other relatives,0
 Nuwakot,,,,,,Literacy not stated,  Female,Employer,0
 Nuwakot,,,,,,Literacy not stated,  Female,Others,0
 Nuwakot,,,,,,Literacy not stated,  Female,Not stated,0
 Rasuwa,,,,,,Illiterate,Male,Parents,658
 Rasuwa,,,,,,Illiterate,Male,Mother,67
 Rasuwa,,,,,,Illiterate,Male,Father,15
 Rasuwa,,,,,,Illiterate,Male,Father and step mother,0
 Rasuwa,,,,,,Illiterate,Male,Mother and step father,1
 Rasuwa,,,,,,Illiterate,Male,Other relatives,2
 Rasuwa,,,,,,Illiterate,Male,Employer,1
 Rasuwa,,,,,,Illiterate,Male,Others,17
 Rasuwa,,,,,,Illiterate,Male,Not stated,11
 Rasuwa,,,,,,Literate,Male,Parents,4228
 Rasuwa,,,,,,Literate,Male,Mother,405
 Rasuwa,,,,,,Literate,Male,Father,91
 Rasuwa,,,,,,Literate,Male,Father and step mother,15
 Rasuwa,,,,,,Literate,Male,Mother and step father,3
 Rasuwa,,,,,,Literate,Male,Other relatives,17
 Rasuwa,,,,,,Literate,Male,Employer,0
 Rasuwa,,,,,,Literate,Male,Others,125
 Rasuwa,,,,,,Literate,Male,Not stated,37
 Rasuwa,,,,,,Literacy not stated,Male,Parents,5
 Rasuwa,,,,,,Literacy not stated,Male,Mother,1
 Rasuwa,,,,,,Literacy not stated,Male,Father,0
 Rasuwa,,,,,,Literacy not stated,Male,Father and step mother,0
 Rasuwa,,,,,,Literacy not stated,Male,Mother and step father,0
 Rasuwa,,,,,,Literacy not stated,Male,Other relatives,0
 Rasuwa,,,,,,Literacy not stated,Male,Employer,0
 Rasuwa,,,,,,Literacy not stated,Male,Others,0
 Rasuwa,,,,,,Literacy not stated,Male,Not stated,0
 Rasuwa,,,,,,Illiterate,  Female,Parents,755
 Rasuwa,,,,,,Illiterate,  Female,Mother,81
 Rasuwa,,,,,,Illiterate,  Female,Father,15
 Rasuwa,,,,,,Illiterate,  Female,Father and step mother,1
 Rasuwa,,,,,,Illiterate,  Female,Mother and step father,1
 Rasuwa,,,,,,Illiterate,  Female,Other relatives,3
 Rasuwa,,,,,,Illiterate,  Female,Employer,1
 Rasuwa,,,,,,Illiterate,  Female,Others,22
 Rasuwa,,,,,,Illiterate,  Female,Not stated,6
 Rasuwa,,,,,,Literate,  Female,Parents,4443
 Rasuwa,,,,,,Literate,  Female,Mother,442
 Rasuwa,,,,,,Literate,  Female,Father,82
 Rasuwa,,,,,,Literate,  Female,Father and step mother,11
 Rasuwa,,,,,,Literate,  Female,Mother and step father,5
 Rasuwa,,,,,,Literate,  Female,Other relatives,32
 Rasuwa,,,,,,Literate,  Female,Employer,2
 Rasuwa,,,,,,Literate,  Female,Others,131
 Rasuwa,,,,,,Literate,  Female,Not stated,28
 Rasuwa,,,,,,Literacy not stated,  Female,Parents,8
 Rasuwa,,,,,,Literacy not stated,  Female,Mother,2
 Rasuwa,,,,,,Literacy not stated,  Female,Father,0
 Rasuwa,,,,,,Literacy not stated,  Female,Father and step mother,0
 Rasuwa,,,,,,Literacy not stated,  Female,Mother and step father,0
 Rasuwa,,,,,,Literacy not stated,  Female,Other relatives,0
 Rasuwa,,,,,,Literacy not stated,  Female,Employer,0
 Rasuwa,,,,,,Literacy not stated,  Female,Others,0
 Rasuwa,,,,,,Literacy not stated,  Female,Not stated,0
 Dhading,,,,,,Illiterate,Male,Parents,4966
 Dhading,,,,,,Illiterate,Male,Mother,353
 Dhading,,,,,,Illiterate,Male,Father,48
 Dhading,,,,,,Illiterate,Male,Father and step mother,8
 Dhading,,,,,,Illiterate,Male,Mother and step father,8
 Dhading,,,,,,Illiterate,Male,Other relatives,32
 Dhading,,,,,,Illiterate,Male,Employer,24
 Dhading,,,,,,Illiterate,Male,Others,64
 Dhading,,,,,,Illiterate,Male,Not stated,40
 Dhading,,,,,,Literate,Male,Parents,35790
 Dhading,,,,,,Literate,Male,Mother,4022
 Dhading,,,,,,Literate,Male,Father,353
 Dhading,,,,,,Literate,Male,Father and step mother,118
 Dhading,,,,,,Literate,Male,Mother and step father,31
 Dhading,,,,,,Literate,Male,Other relatives,227
 Dhading,,,,,,Literate,Male,Employer,47
 Dhading,,,,,,Literate,Male,Others,714
 Dhading,,,,,,Literate,Male,Not stated,205
 Dhading,,,,,,Literacy not stated,Male,Parents,24
 Dhading,,,,,,Literacy not stated,Male,Mother,0
 Dhading,,,,,,Literacy not stated,Male,Father,0
 Dhading,,,,,,Literacy not stated,Male,Father and step mother,0
 Dhading,,,,,,Literacy not stated,Male,Mother and step father,0
 Dhading,,,,,,Literacy not stated,Male,Other relatives,0
 Dhading,,,,,,Literacy not stated,Male,Employer,0
 Dhading,,,,,,Literacy not stated,Male,Others,0
 Dhading,,,,,,Literacy not stated,Male,Not stated,0
 Dhading,,,,,,Illiterate,  Female,Parents,4546
 Dhading,,,,,,Illiterate,  Female,Mother,379
 Dhading,,,,,,Illiterate,  Female,Father,24
 Dhading,,,,,,Illiterate,  Female,Father and step mother,0
 Dhading,,,,,,Illiterate,  Female,Mother and step father,16
 Dhading,,,,,,Illiterate,  Female,Other relatives,8
 Dhading,,,,,,Illiterate,  Female,Employer,0
 Dhading,,,,,,Illiterate,  Female,Others,142
 Dhading,,,,,,Illiterate,  Female,Not stated,55
 Dhading,,,,,,Literate,  Female,Parents,36610
 Dhading,,,,,,Literate,  Female,Mother,3952
 Dhading,,,,,,Literate,  Female,Father,332
 Dhading,,,,,,Literate,  Female,Father and step mother,127
 Dhading,,,,,,Literate,  Female,Mother and step father,32
 Dhading,,,,,,Literate,  Female,Other relatives,261
 Dhading,,,,,,Literate,  Female,Employer,8
 Dhading,,,,,,Literate,  Female,Others,943
 Dhading,,,,,,Literate,  Female,Not stated,151
 Dhading,,,,,,Literacy not stated,  Female,Parents,16
 Dhading,,,,,,Literacy not stated,  Female,Mother,0
 Dhading,,,,,,Literacy not stated,  Female,Father,0
 Dhading,,,,,,Literacy not stated,  Female,Father and step mother,0
 Dhading,,,,,,Literacy not stated,  Female,Mother and step father,0
 Dhading,,,,,,Literacy not stated,  Female,Other relatives,0
 Dhading,,,,,,Literacy not stated,  Female,Employer,0
 Dhading,,,,,,Literacy not stated,  Female,Others,0
 Dhading,,,,,,Literacy not stated,  Female,Not stated,0
 Makwanpur,,,,,,Illiterate,Male,Parents,8043
 Makwanpur,,,,,,Illiterate,Male,Mother,378
 Makwanpur,,,,,,Illiterate,Male,Father,146
 Makwanpur,,,,,,Illiterate,Male,Father and step mother,16
 Makwanpur,,,,,,Illiterate,Male,Mother and step father,0
 Makwanpur,,,,,,Illiterate,Male,Other relatives,66
 Makwanpur,,,,,,Illiterate,Male,Employer,0
 Makwanpur,,,,,,Illiterate,Male,Others,147
 Makwanpur,,,,,,Illiterate,Male,Not stated,24
 Makwanpur,,,,,,Literate,Male,Parents,43889
 Makwanpur,,,,,,Literate,Male,Mother,3401
 Makwanpur,,,,,,Literate,Male,Father,508
 Makwanpur,,,,,,Literate,Male,Father and step mother,154
 Makwanpur,,,,,,Literate,Male,Mother and step father,32
 Makwanpur,,,,,,Literate,Male,Other relatives,360
 Makwanpur,,,,,,Literate,Male,Employer,33
 Makwanpur,,,,,,Literate,Male,Others,1227
 Makwanpur,,,,,,Literate,Male,Not stated,182
 Makwanpur,,,,,,Literacy not stated,Male,Parents,0
 Makwanpur,,,,,,Literacy not stated,Male,Mother,0
 Makwanpur,,,,,,Literacy not stated,Male,Father,0
 Makwanpur,,,,,,Literacy not stated,Male,Father and step mother,0
 Makwanpur,,,,,,Literacy not stated,Male,Mother and step father,0
 Makwanpur,,,,,,Literacy not stated,Male,Other relatives,0
 Makwanpur,,,,,,Literacy not stated,Male,Employer,0
 Makwanpur,,,,,,Literacy not stated,Male,Others,0
 Makwanpur,,,,,,Literacy not stated,Male,Not stated,0
 Makwanpur,,,,,,Illiterate,  Female,Parents,7684
 Makwanpur,,,,,,Illiterate,  Female,Mother,405
 Makwanpur,,,,,,Illiterate,  Female,Father,89
 Makwanpur,,,,,,Illiterate,  Female,Father and step mother,0
 Makwanpur,,,,,,Illiterate,  Female,Mother and step father,33
 Makwanpur,,,,,,Illiterate,  Female,Other relatives,40
 Makwanpur,,,,,,Illiterate,  Female,Employer,0
 Makwanpur,,,,,,Illiterate,  Female,Others,218
 Makwanpur,,,,,,Illiterate,  Female,Not stated,48
 Makwanpur,,,,,,Literate,  Female,Parents,43638
 Makwanpur,,,,,,Literate,  Female,Mother,2973
 Makwanpur,,,,,,Literate,  Female,Father,462
 Makwanpur,,,,,,Literate,  Female,Father and step mother,159
 Makwanpur,,,,,,Literate,  Female,Mother and step father,39
 Makwanpur,,,,,,Literate,  Female,Other relatives,334
 Makwanpur,,,,,,Literate,  Female,Employer,46
 Makwanpur,,,,,,Literate,  Female,Others,1265
 Makwanpur,,,,,,Literate,  Female,Not stated,252
 Makwanpur,,,,,,Literacy not stated,  Female,Parents,41
 Makwanpur,,,,,,Literacy not stated,  Female,Mother,0
 Makwanpur,,,,,,Literacy not stated,  Female,Father,0
 Makwanpur,,,,,,Literacy not stated,  Female,Father and step mother,0
 Makwanpur,,,,,,Literacy not stated,  Female,Mother and step father,0
 Makwanpur,,,,,,Literacy not stated,  Female,Other relatives,0
 Makwanpur,,,,,,Literacy not stated,  Female,Employer,0
 Makwanpur,,,,,,Literacy not stated,  Female,Others,0
 Makwanpur,,,,,,Literacy not stated,  Female,Not stated,0
 Rautahat,,,,,,Illiterate,Male,Parents,34222
 Rautahat,,,,,,Illiterate,Male,Mother,844
 Rautahat,,,,,,Illiterate,Male,Father,159
 Rautahat,,,,,,Illiterate,Male,Father and step mother,33
 Rautahat,,,,,,Illiterate,Male,Mother and step father,0
 Rautahat,,,,,,Illiterate,Male,Other relatives,43
 Rautahat,,,,,,Illiterate,Male,Employer,9
 Rautahat,,,,,,Illiterate,Male,Others,69
 Rautahat,,,,,,Illiterate,Male,Not stated,874
 Rautahat,,,,,,Literate,Male,Parents,69750
 Rautahat,,,,,,Literate,Male,Mother,1393
 Rautahat,,,,,,Literate,Male,Father,347
 Rautahat,,,,,,Literate,Male,Father and step mother,24
 Rautahat,,,,,,Literate,Male,Mother and step father,0
 Rautahat,,,,,,Literate,Male,Other relatives,115
 Rautahat,,,,,,Literate,Male,Employer,8
 Rautahat,,,,,,Literate,Male,Others,232
 Rautahat,,,,,,Literate,Male,Not stated,1079
 Rautahat,,,,,,Literacy not stated,Male,Parents,216
 Rautahat,,,,,,Literacy not stated,Male,Mother,16
 Rautahat,,,,,,Literacy not stated,Male,Father,0
 Rautahat,,,,,,Literacy not stated,Male,Father and step mother,0
 Rautahat,,,,,,Literacy not stated,Male,Mother and step father,0
 Rautahat,,,,,,Literacy not stated,Male,Other relatives,0
 Rautahat,,,,,,Literacy not stated,Male,Employer,0
 Rautahat,,,,,,Literacy not stated,Male,Others,0
 Rautahat,,,,,,Literacy not stated,Male,Not stated,0
 Rautahat,,,,,,Illiterate,  Female,Parents,40634
 Rautahat,,,,,,Illiterate,  Female,Mother,994
 Rautahat,,,,,,Illiterate,  Female,Father,238
 Rautahat,,,,,,Illiterate,  Female,Father and step mother,8
 Rautahat,,,,,,Illiterate,  Female,Mother and step father,0
 Rautahat,,,,,,Illiterate,  Female,Other relatives,82
 Rautahat,,,,,,Illiterate,  Female,Employer,17
 Rautahat,,,,,,Illiterate,  Female,Others,76
 Rautahat,,,,,,Illiterate,  Female,Not stated,1342
 Rautahat,,,,,,Literate,  Female,Parents,57370
 Rautahat,,,,,,Literate,  Female,Mother,1051
 Rautahat,,,,,,Literate,  Female,Father,244
 Rautahat,,,,,,Literate,  Female,Father and step mother,65
 Rautahat,,,,,,Literate,  Female,Mother and step father,16
 Rautahat,,,,,,Literate,  Female,Other relatives,82
 Rautahat,,,,,,Literate,  Female,Employer,9
 Rautahat,,,,,,Literate,  Female,Others,181
 Rautahat,,,,,,Literate,  Female,Not stated,791
 Rautahat,,,,,,Literacy not stated,  Female,Parents,285
 Rautahat,,,,,,Literacy not stated,  Female,Mother,25
 Rautahat,,,,,,Literacy not stated,  Female,Father,0
 Rautahat,,,,,,Literacy not stated,  Female,Father and step mother,0
